Title,Discipline1,Discipline2,More
Revista Europea de Derecho de la Navegación maritima y aeronáutica,Prawo,Nauki społeczne,
Revista Matemática Iberoamericana,Matematyka,,
Revista Mexicana de Astronomía y Astrofísica. Serie de conferencias,Astronomia,,
Revue de l'Historie de Religions,Religioznawstwo i teologia,Filozofia,
Revue des Études Slaves,Literaturoznawstwo,Językoznawstwo,Filologia
Revue des Sciences Politiques,Nauki polityczne,Nauki społeczne,
Revue Historique de Droit Français et Étranger,Prawo,,
Revue Historique des Armées,Wojskowość i policja,,
Revue Romane,Językoznawstwo,Filologia,
Revue Roumaine de Chimie,Chemia,,
Rheinisches Museum für Philologie. Neue Folge,Filologia,,
Ribenxue Yanju,,,
Ricerca di Senso analisi esistenziale e logoterapia frankliana.,Logopedia,,
Rinok Instalâcij,,,
"RIS Kujawy - Pomorze Regionalna Strategia Innowacji, biuletyn informacyjny",Ekonomia,,
Rivista di Matematica della Universita di Parma,Matematyka,,
Rivista Trimestrale di Diritto e Procedura Civile,Prawo,,
Rocky Mountain Journal of Mathematics,Matematyka,,
Rocznik Dendrologiczny,Botanika,,
Rocznik Działdowski,Geografia,,
Rocznik Helski,Geografia,,
Rocznik Instytutu Polsko-Skandynawskiego,Historia i archiwistyka,Stosunki międzynarodowe,
Rocznik Kasprowiczowski,Literaturoznawstwo,,
Rocznik Kulturalny Kujaw i Pomorza,Nauki społeczne,Kulturoznawstwo,
Rocznik Muzealny / Muzeum Ziemi Kujawskiej i Dobrzyńskiej,Historia i archiwistyka,Muzelanictwo,
Rocznik Muzeum Etnograficznego w Toruniu,Etnologia,Muzelanictwo,
Rocznik Muzeum Górnośląski Park Etnograficzny w Chorzowie,Kuturoznawstwo,Etnologia,Antropologia kulturowa;Historia i archiwistyka;Muzelanictwo
Rocznik Muzeum Narodowego w Warszawie,Historia i archiwistyka,Sztuka,Muzelanictwo
Rocznik Muzeum Okręgowego w Toruniu,Historia i archiwistyka,,
Rocznik Naukowo-Dydaktyczny - Wyższa Szkoła Pedagogiczna im. Komisji Edukacji Narodowej. Prace Fizjologiczne,Medycyna,Fizjologia,
Rocznik Naukowo-Dydaktyczny - Wyższa Szkoła Pedagogiczna im. Komisji Edukacji Narodowej. Prace Fizyczne,Fizyka,,
Rocznik Naukowy Kujawsko-Pomorskiej Szkoły Wyższej w Bydgoszczy,Pedagogika,Edukacja,
"Rocznik Naukowy Polskiego Towarzystwa Ochrony Przyrody ""Salamandra""",Ochrona środowiska,,
Rocznik Naukowy Wyższej Szkoły Informatyki i Ekonomii Towarzystwa Wiedzy Powszechnej w Olsztynie,Ekonomia,Informatyka,
Rocznik Orzecznictwa i Piśmiennictwa z Zakresu Prawa Spółdzielczego za Lata ... ,Prawo,,
Rocznik Pedagogiczny (Wrocław),Pedagogika,,
Rocznik Polonii,Emigracja i imigraca,,
Rocznik Polskiego Towarzystwa Heraldycznego. Nowa Seria,Historia i archiwistyka,,
Rocznik Polskiego Towarzystwa Naukowego na Obczyźnie,Emigracja i imigraca,Nauka,
Rocznik Polskiej Akademii Umiejętności,Nauka,,
Rocznik Przedsiębiorstwa Państwowego Pracownie Konserwacji Zabytków,Sztuka,,
Rocznik Przemyski,Archeologia,Etnografia,Historia i archiwistyka;Literaturoznawstwo;Językoznawstwo;Nauki przyrodnicze
Rocznik Słupski,Historia i archiwistyka,Kulturoznawstwo,
Rocznik Solecki,Historia i archiwistyka,,
Rocznik Stowarzyszenia Naukowców Polaków Litwy,Historia i archiwistyka,Językoznawstwo,Literaturoznawstwo;Nauki polityczne;Pedagogika;Socjologia;Ekonomia;Informatyka
Rocznik Świętokrzyski. Seria B,Nauki przyrodnicze,,
Rocznik Tatarów Polskich. Seria 2,Religioznawstwo i teologia,Historia i archiwistyka,Kulturoznawstwo
Rocznik Teologiczny / Chrześcijańska Akademia,Religioznawstwo i teologia,,
Rocznik Warszawski,Historia i archiwistyka,,
Roczniki Akademii Medycznej w Białymstoku,Medycyna,,
Roczniki Akademii Rolniczej w Poznaniu. Melioracje,Rolnictwo,,
Roczniki Akademii Rolniczej w Poznaniu. Rolnictwo,Rolnictwo,,
Roczniki Ekonomiczne Kujawsko-Pomorskiej Szkoły Wyższej w Bydgoszczy,Ekonomia,Finanse,
Roczniki Gleboznawcze,Biologia,Ekologia,Mikrobiologia;Geografia;Geologia;Biotechnologia;Leśnictwo;Ochrona środowiska;Ogrodnictwo i sadownictwo
Roczniki Liturgiczne,Religioznawstwo i teologia,,
Roczniki Nauk o Rodzinie i Pracy Socjalnej,Nauki o rodzinie,,
"Roczniki Nauk Rolniczych. Seria E , Weterynarii",Weterynaria,,
Roczniki Naukowe / Państwowa Wyższa Szkoła Zawodowa w Wałbrzychu,Językoznawstwo,Turystyka,Administracja;Filozofia;Filologia;Pedagogika;Nauka
Roczniki Naukowe Ekonomii Rolnictwa i Rozwoju Obszarów Wiejskich,Rolnictwo,Ekonomia,
Roczniki Naukowe Stowarzyszenia Ekonomistów,Rolnictwo,Ekonomia,Technologia żywności i żywienia
Roczniki Naukowe Wyższej Szkoły Bankowej w Toruniu - zmieniony tytył,Socjologia,Ekonomia,Finanse;Nauki o zarządzaniu;Prawo
Roczniki Naukowe Wyższej Szkoły Wychowania Fizycznego i Turystyki w Białymstoku,Kultura fizyczna i sport,Turystyka,
"Roczniki Naukowe. Seria B, Nauki Ekonomiczne iInformatyka",Ekonomia,Orgaznizacja i zarządzanie,Informatyka
Roczniki Pedagogiki Specjalnej,Pedagogika,Niepełnosprawni,
Roczniki Socjologii Wsi,Socjologia,,
Rodzina Radia Maryja,Religioznawstwo i teologia,,
Romanian Astronomical Journal,Astronomia,,
Romanica Olomucensia,Filologia,,
Romanistisches Jahrbuch,Filologia,Literaturoznawstwo,
Rossiâ i Sovremennyj Mir,Historia i archiwistyka,Stosunki międzynarodowe,
Rossica Lublinensia,Literaturoznawstwo,,
Rossica Olomucensia,Filologia,,
Rozprawy Naukowe Akademii Wychowania Fizycznego we,Historia i archiwistyka,Filozofia,Pedagogika;Psychologia;Kultura fizyczna i sport
Rozprawy Naukowe i Zawodowe Państwowej Wyższej Szkoły Zawodowej w Elblągu,Językoznawstwo,Pedagogika,Ekonomia;Prawo;Ochrona środowiska
RSC Advances,Chemia,,
Rundbrief / Deutsch-Polnische Juristen-Vereinigung,,,
Russian Journal of Applied Chemistry,Chemia,,
Russian Studies,Literaturoznawstwo,Filologia,
Russkij Fol'klor,Kulturoznawstwo,,
Rydwan: roczniki muzealne,Historia i archiwistyka,,
Rynek Pracy,Praca,,
Rynek Terminowy,Giełda,Finanse,
"Rynek, Społeczeństwo, Kultura",Gospodarka i planowanie,Nauki społeczne,
Rynki Alkoholowe,Alkohole,,
Rzecznik Patentowy,Panenty,,
Rzeczoznawca Majątkowy,Ekonomia,Prawo,"Budownictwo, Geodezja"
Rzeczpospolita,Nauki polityczne,,
Rzeszowskie Zeszyty Naukowe,Ekonomia,Prawo,"Budownictwo, Geodezja"
"Sabiedriba, Integr?cija, Izglitiba",,,
Salmanticensis,Religioznawstwo i teologia,,
Salubritas: czasopismo naukowe Wyższej Szkoły Nauk o Zdrowiu w Bydgoszczy,Medycyna,Nauka,
Sanctuary the Ministry of Defence conservation,Ochrona środowiska,,
Sarmatia Europaea Polish review of early modern,Historia i archiwistyka,,
Sarvodaya Talisman,,,
Sborník Prací Filozofické Fakulty Brněnské,,,
Sbornik. Mathematics,Matematyka,,
Scaffale Aperto,Literaturoznawstwo,Językoznawstwo,
Scandinavian Journal of Statistics,Matematyka,,
Scanning,Mikroskopia,,
Schody Kawowe: kwartalnik Kwidzyńskiego,Historia i archiwistyka,,
Schody Kawowe: Kwartalnik Kwidzyńskiego Towarzystwa Kulturalnego,Historia i archiwistyka,Nauki społeczne,
Science,Nauka,,
Science Advances,Nauka,,
Science Journal of Education,Edukacja,,
Science of Advanced Materials,Materiałoznawstwo,Fizyka stosowana,Nanotechnologia
Science of the Total Environment,Nauki o środowisku,,
Scientia Horticulturae,Ogrodnictwo i sadownictwo,,
Scientiae Mathematicae Japonicae,Matematyka,,
Scientific Papers of the University of Pardubice.,,,
"Scientific Papers. Series Management, Economic, Engineering in Agriculture and Rural Development",Ekonomia,Rolnictwo,
Scientific Programming,Inżynieria oprogramowania,Informatyka,
Scientific Reports,Nauka,,
Scientific World Journal,Nauka,,
Scientometrics,Informatyka,,
Scripta de María. Serie 2,Religioznawstwo i teologia,,
Scripta Theologica,Religioznawstwo i teologia,,
Sedimentary Geology,Geologia,,
Sedimentology,Geologia,,
Sekretarz i Organizacja Urzędu,Administracja,,
Semantyka a Konfrontacja Językowa,Językoznawstwo,,
Semawy Menu (Osaka),,,
Semiconductor Science and Technology,Elektrotechnika,Materiałoznawstwo,Fizyka materii skondensowanej;Elektronika
Semigroup Forum,Matematyka,,
Semper Fidelis,Historia i archiwistyka,,
Sen,Medycyna,,
Sens,Psychologia,,
Sensor Letters,Chemia analityczna,Fizyka stosowana,Elektrochemia
Sensors and Actuators,Automatyka,,
Sensors and Actuators. A Physical,Elektrotechnika,Elektronika,
Sensors and Actuators. B Chemical,Chemia analityczna,Elektrochemia,
Sensus Historiae studia interdyscyplinarne,Historia i archiwistyka,Filozofia,
Separation and Purification Technology,Inżynieria chemiczna,,
Separation Science and Technology,Chemia,Inżynieria chemiczna,
Sepsis,Medycyna,,
Serwis Finansowo-Księgowy,Rachunkowość,Finanse,
Settentrione. Nuova Serie,Filologia,,
Set-Valued Analysis,Matematyka stosowana,,
Sexual Plant Reproduction,Botanika,Biologia rozwoju,
Sfrag?stičnij ?or?čnik,,,
SIAM Journal on Control and Optimization,Matematyka stosowana,Automatyka,
Sibirskie Istoričeskie Issledovaniâ,Historia i archiwistyka,Archeologia,Antropologia kulturowa;Nauki polityczne
"Siedlungsforschung Archäologie, Geschichte, Geographie",Archeologia,Geografia,
Siewca: biuletyn katechetyczny Diecezji Toruńskiej,Religioznawstwo i teologia,,
Signa Temporis: rocznik teologiczno-humanistyczny,Religioznawstwo i teologia,Nauki humanistyczne,
Silesia Nova,Historia i archiwistyka,,
Silva Rerum biuletyn Nauczycielskiego Kolegium Języków Obcych w Toruniu,Edukacja,,
Simmel Studies,Socjologia,,
Simulation & Gaming,Informatyka,,
Sintagma,Językoznawstwo,Filologia,
Skamandros: germanistisches Jahrbuch DDR/VR Polen,Literaturoznawstwo,,
Skyllis,Nauki społeczne,Archeologia,
Slavica Litteraria,Literaturoznawstwo,,
Slovenská Numizmatika / Slovenská Akadémia Vied. Archeologicky Ústav,Numizmatyka,,
Slovo (Zagreb),Literaturoznawstwo,,
Slovo journal of Slavic languages and literatures,Literaturoznawstwo,Językoznawstwo,
Słowo Powszechne,Religioznawstwo i teologia,,
Sługa pismo alumnów Wyższego Seminarium Duchownego im. Ks. Stefana Wincentego Frelichowskiego.,Religioznawstwo i teologia,,
Słupskie Prace Filologiczne. Seria Filologia Polska,Filologia,,
Słupskie Prace Matematyczno-Przyrodnicze,Matematyka,Nauki przyrodnicze,
Słupskie Prace Przyrodnicze,,,
Sobranie Šedevrov,,,
Social Anthropology,Antropologia kulturowa,,
"Social Sciences (New York, N.Y.)",Nauki społeczne,,
"Society, Integration, Education",,,
Sociologia Ruralis,Socjologia,Geografia,
Sociological Review,Socjologia,,
"Sociologija teorija, metodi, marketing",,,
Sociology,,,
Sociológia: časopis Sociologického ústavu Slovenskej akadémie vied.,Socjologia,,
Socium al'manah social'no? istori?,,,
Socjologia Religii,Socjologia,,
Sofia žurnal filosofiv slov'âns'kih krain,Filologia,,
"Software, Practice and Experience",Informatyka,Inżynieria oprogramowania,
Soil and Sediment Contamination,Nauki o środowisku,,
Soil and Water Research,Hydrologia,Gleboznawstwo,
Soil Science and Plant Nutrition,Botanika,Nauki o środowisku,Gleboznawstwo
Solanus,Bibliotekoznawstwo i informacja naukowa,,
Solid State Communications,Fizyka materii skondensowanej,,
Solvent Extraction and Ion Exchange,Chemia,,
Soter (Kaunas),Religioznawstwo i teologia,,
Soviet Astronomy Letters,Astronomia,,
Sovremennoe Pol'skoe Pravo,Prawo,,
Sovremennyj Naučnyj Vestnik. Seriâ,,,
Sovremennyj Naučnyj Vestnik. Seria Geografiâ,,,
Sozialwissenschaftliches Journal,Nauki społeczne,,
Space Science Reviews,Astronomia,Astrofizyka,
"Space, Society, Economy",Nauki społeczne,Ekonomia,
Speciální Pedagogika,Pedagogika,,
Spectrochimica Acta. A Molecular and Biomolecular Spectroscopy,Spektroskopia,,
Speculum a journal of medieval studies,Historia i archiwistyka,Literaturoznawstwo,
Społeczeństwo,Religioznawstwo i teologia,,
S''postavitelno Ezikoznanie,Językoznawstwo,,
Sprawozdania / Wydział Historii i Nauk Społecznych.,Historia i archiwistyka,Nauki społeczne,
Sprawozdania Towarzystwa Naukowego w Toruniu,Nauka,,
Sprawozdania Wrocławskiego Towarzystwa Naukowego.,Nauki społeczne,,
Sprawozdania Wydziału Matematyczno-Przyrodniczego /,,,
Sprawozdania z Czynności i Posiedzeń Polskiej Akademii Umiejętności,Nauka,,
Sprawozdania z Posiedzeń Komisji Naukowych / Polska Akademia Nauk,Nauka,,
Sprawy Nauki,Nauka,,
Sprawy Rodziny,Religioznawstwo i teologia,,
SpringerPlus,Nauka,,
Stan Rzeczy teoria społeczna: Europa Środkowo-Wschodnia ,Filozofia,Socjologia,
Statistica Neerlandica,Statystyka i prawdopodobieństwo,,
Statistics & Probability Letters,Statystyka i prawdopodobieństwo,,
Statistics a journal of theoretical and applied statistics,Statystyka i prawdopodobieństwo,,
"Statistika, Učet i Audit",,,
Stochastic Analysis and Applications,Statystyka i prawdopodobieństwo,Matematyka stosowana,
Stochastic Processes and their Applications,Statystyka i prawdopodobieństwo,,
Stochastics an international journal of Probability and Stochastic Processes,Statystyka i prawdopodobieństwo,Matematyka stosowana,
Storia della Citta,Historia i archiwistyka,Architektura,
Stratagemmi : prospettive teatrali = Strat̄eḡemata,Teatr i film,,
Streszczenia Referatów Wygłoszonych na Posiedzeniach Oddziału Poznańskiego,Geologia,,
Structural Chemistry,Chemia,Chemia fizyczna,Krystalografia
Strzegowskie Zeszyty Historyczne,,,
Strzeleckie Zeszyty Historyczne,Historia i archiwistyka,,
Studenckie Zeszyty Naukowe Instytutu Filologii Słowiańskiej UJ ,Filologia,,
Studi Slavistici,Nauki społeczne,,
Studi Trentini di Scienze Storiche. Sezione Prima,Historia i archiwistyka,,
Studi? z Aphivno? Spravi ta Dokumentoznavstva,,,
Studia Archiwalne,Historia i archiwistyka,,
Studia BAS / Biuro Analiz Sejmowych Kancelarii Sejmu.,Nauki polityczne,Gospodarka i planowanie,
Studia Catholica Podoliae,Religioznawstwo i teologia,,
Studia Dipterologica,Zoologia,Ekologia,
Studia do Dziejów Wojskowości,Historia i archiwistyka,Wojskowość i policja,
Studia Ekonomiczne Oddziału Łódzkiego PTE,Ekonomia,Organizacjia i zarządzanie,
Studia Ekonomiczne zeszyty naukowe Uniwersytetu Ekonomicznego w Katowicach,Ekonomia,,
Studia Filologiczne Uniwersytetu Jana Kochanowskiego,Językoznawstwo,Kulturoznawstwo,Literaturoznawstwo
Studia Filozoficzne,Filozofia,,
Studia Franciszkańskie,Religioznawstwo i teologia,,
Studia Gdańskie wizje i rzeczywistość / Gdańska Wyższa Szkoła Humanistyczna,Pedagogika,Dziennikarstwo i media,Orgaznizacja i zarządzanie;Nauki Polityczne;
Studia Geopolitica,Stosunki międzynarodowe,Nauki polityczne,
Studia Graeco-Latina,Filologia,,
Studia Historica Slavo-Germanica,Historia i archiwistyka,Stosunki międzynarodowe,
Studia Historyczno-Wojskowe,Historia i archiwistyka,Wojskowość i policja,
Studia Humanistica Gedanensia,Religioznawstwo i teologia,Nauki humanistyczne,
Studia Humanistyczno-Społeczne Akademii Świętokrzyskiej,Historia sztuki,Nauki społeczne,
Studia i Materiały Centrum Edukacji Przyrodniczo-Leśnej,Nauki przyrodnicze,Leśnictwo,
Studia i Materiały do Dziejów Pałuk,Historia i archiwistyka,,
Studia i Materiały do Dziejów Ziemi Wałeckiej,Historia i archiwistyka,,
Studia i Materiały do Historii Wojskowości,Historia i archiwistyka,Wojskowość i policja,
Studia i Materiały Oceanologiczne,Oceanografia,,
Studia i Materiały Polskiego Stowarzyszenia Zarządzania Wiedzą,Nauka,,
Studia i Materiały Towarzystwa Naukowego Nieruchomości,Nieruchomości,,
Studia i Materiały. Miscellanea Oeconomicae /,Organizacja i zarządzanie,,
Studia i Prace Kolegium Zarządzania i Finansów /,Ekonomia,Finanse,Orgaznizacja i zarządzanie;Nauki Polityczne;
Studia i Prace Wydziału Nauk Ekonomicznych i Zarządzania Uniwerystetu Szczecińskiego,Ekonomia,Organizacjia i zarządzanie,
Studia Iuridica / Uniwersytet Warszawski,Prawo,,
Studia Iuridica Silesiana,Nauk,,
Studia Językoznawcze synchroniczne i diachroniczne aspekty badań polszczyzny,Językoznawstwo,,
Studia Kieleckie,,,
"Studia Linguistica Polono-Jugoslavica : historia języka, dialektologia, onomastyka, gramatyka",Językoznawstwo,,
Studia Linguistica Polono-Meridianoslavica,Językoznawstwo,,
Studia Migracyjne - Przegląd Polonijny,Etnologia,Historia,Nauki o polityce;Socjologia;Ekonomia
Studia nad Autorytaryzmem i Totalitaryzmem,Historia i archiwistyka,Filozofia,Nauki o polityce;Prawo;Literaturoznawstwo
Studia Nauk Politycznych,Nauki polityczne,,
Studia o Sztuce dla Dziecka,Pedagogika,Sztuka,
Studia Patristica,Religioznawstwo i teologia,,
Studia Pedagogiczno-Artystyczne,Pedagogika,Psychologia,"Bibliotekoznawstwo i informacja naukowa;Etnologia;Filozofia;Historia i archiwistyka;Sztuka;Językoznawstwo;Kulturoznawstwo;Literaturoznawstwo;Nauki polityczne;Nauki społeczne;Socjologia;Prawo, Architektura;Nauki o rodzinie"
Studia Periegetica,Histroia sztuki,Kulturoznawstwo,Ekologia;Geografia;Nauki o kulturze fizycznej
Studia Philosophica Kantiana,Filozofia,,
Studia Redemptorystowskie: pismo naukowe,Religioznawstwo i teologia,Historia i archiwistyka,Filozofia;Prawo
Studia Regionalia / Polish Academy of Sciences. Committee for Space Economy and Regional Planning.,Ekonomia,Gospodarka i planowanie,
Studia Romanistica,Filologia,Kulturoznawstwo,
Studia Scandinavica,Nauki humanistyczne,Językoznawstwo,Literaturoznawstwo;Historia i archiwistyka
Studia Semiotyczne. English Supplement,Językoznawstwo,Filozofia,
Studia Slavica Academiae Scientiarum Hungaricae,Językoznawstwo,Literaturoznawstwo,Historia i archiwistyka;
"Studia Societatis Scientiarum Torunensis. Sectio D, Botanica",Botanika,,
"Studia Societatis Scientiarum Torunensis. Sectio E, Zoologia",Zoologia,,
"Studia Societatis Scientiarum Torunensis. Sectio F, Astronomia",Astronomia,,
Studia Ubezpieczeniowe,Ubezpieczenia,,
Studia Universitatis Babeş-Bolyai. Negotia,Finanse,Ekonomia,Biznes
Studia z Dziejów Pogranicza Kujawsko-Wielkopolskiego,Historia i archiwistyka,,
Studia z Zakresu Nauk Prawnoustrojowych,Administracja,Prawo,
Studies for Learning Society,Edukacja,,
Studies in Conservation,Chemia stosowana,Chemia analityczna,Spektroskopia
Studies in Higher Education,Edukacja,,
Studies in Nonlinear Dynamics and Econometrics,Ekonomia,Nauki społeczne,Matematyka
Studies in the Physical Culture and Tourism,Kultura fizyczna i sport,Turystyka,
Studies in the Theory and Philosophy of Law,Filozofia,Prawo,
Studium filosofía y teología,Religioznawstwo i teologia,Filozofia,
Studium Vilnense. A,Filozofia,Nauka,Sztuka
Sub-stance,Literaturoznawstwo,,
Sudan Medical Journal,Medycyna,,
Superconductor Science and Technology,Fizyka stosowana,Fizyka materii skondensowanej,
Superlattices and Microstructures,Fizyka materii skondensowanej,,
Supplementa ad Acta Hydrobiologica,Hydrobiologia,,
Surface and Coatings Technology,Materiałoznawstwo,Fizyka stosowana,
Surface Science,Chemia fizyczna,Fizyka materii skondensowanej,
