Title1,Title2,DisciplinesString
Revista de Gestion Publica,,nauki o polityce i administracji;nauki o polityce i administracji
Revista de Hispanismo Filosofico,Revista de Hispanismo Filosofico,filozofia;filozofia
Revista de Historia da Sociedade e da Cultura,Revista de Historia da Sociedade e da Cultura,historia;historia
Revista de Historia de la Psicologia,,psychologia;psychologia
Revista de Historia Economica,Revista de Historia Economica - Journal of Iberian and Latin American Economic History,historia;nauki o kulturze i religii;ekonomia i finanse;nauki o zarządzaniu i jakości
Revista de Historia Industrial,Revista de Historia Industrial,historia;nauki o kulturze i religii;nauki o zarządzaniu i jakości
Revista de Historiografia,Revista de Historiografia,historia;nauki o kulturze i religii
Revista de Humanidades,Revista de Humanidades (SPAIN),historia;literaturoznawstwo;nauki o kulturze i religii;nauki o sztuce
REVISTA DE INDIAS,Revista de Indias,historia;nauki o kulturze i religii;nauki o polityce i administracji
Revista de Investigacion Clinica-Clinical and Translational Investigation,Revista de Investigacion Clinica,inżynieria biomedyczna;nauki farmaceutyczne;nauki medyczne;nauki o zdrowiu;weterynaria
Revista de Investigacion Educativa de la Escuela de Graduados en Educacion,,nauki socjologiczne;pedagogika
Revista de Investigacion en Educacion,,nauki o kulturze i religii;nauki o kulturze i religii
Revista de Investigacion en Logopedia,Revista de Investigacion en Logopedia,językoznawstwo;inżynieria biomedyczna;nauki medyczne
Revista de Investigacion Linguistica,,językoznawstwo;językoznawstwo
Revista de Investigacion sobre Flamenco-La Madruga,,nauki o kulturze i religii;nauki o sztuce
Revista de Investigaciones Politicas y Sociologicas,,historia;nauki o kulturze i religii;nauki o polityce i administracji;nauki socjologiczne
Revista de Investigaciones Veterinarias del Peru,Revista de Investigaciones Veterinarias del Peru,weterynaria;weterynaria
Revista de Investigaciones-Universidad del Quindio,,"historia;automatyka, elektronika i elektrotechnika;inżynieria biomedyczna;inżynieria lądowa i transport;inżynieria materiałowa;rolnictwo i ogrodnictwo;nauki prawne;nauki fizyczne"
Revista de Investigacoes Constitucionais-Journal of Constitutional Research,Revista de Investigacoes Constitucionais,nauki o polityce i administracji;nauki prawne
Revista de la Construccion,Revista de la Construccion,architektura i urbanistyka;inżynieria lądowa i transport;inżynieria mechaniczna;nauki o bezpieczeństwie
Revista de la Facultad de Agronomia de la Universidad del Zulia,Revista de la Facultad de Agronomia,rolnictwo i ogrodnictwo;rolnictwo i ogrodnictwo
REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS,Revista de la Facultad de Ciencias Agrarias,inżynieria mechaniczna;nauki farmaceutyczne;rolnictwo i ogrodnictwo
Revista de la Facultad de Derecho,,nauki prawne;nauki prawne
Revista de la Facultad de Trabajo Social,,nauki socjologiczne;nauki socjologiczne
Revista de la Federacion Argentina de Cardiologia,Revista de la Federacion Argentina de Cardiologia,inżynieria biomedyczna;nauki medyczne
Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales Serie A-Matematicas,"Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales - Serie A: Matematicas",inżynieria mechaniczna;informatyka;matematyka
REVISTA DE LA SOCIEDAD ENTOMOLOGICA ARGENTINA,,nauki biologiczne;nauki biologiczne
REVISTA DE LA SOCIEDAD GEOLOGICA DE ESPANA,Revista de la Sociedad Geologica de Espana,"inżynieria lądowa i transport;inżynieria środowiska, górnictwo i energetyka;nauki o Ziemi i środowisku"
Revista de la Union Matematica Argentina,Revista de la Union Matematica Argentina,matematyka;matematyka
Revista de la Universidad del Zulia,,ekonomia i finanse;nauki o bezpieczeństwie;nauki o komunikacji społecznej i mediach;nauki socjologiczne;pedagogika
Revista de Letras,Revista de Letras,literaturoznawstwo;literaturoznawstwo
Revista de Letras Norte@mentos,,językoznawstwo;literaturoznawstwo
Revista de Linguistica y Lenguas Aplicadas,Revista de Linguistica y Lenguas Aplicadas,językoznawstwo;językoznawstwo
REVISTA DE LITERATURA,Revista de Literatura,literaturoznawstwo;literaturoznawstwo
Revista de Llengua i Dret-Journal of Language and Law,Revista de Llengua i Dret,językoznawstwo;nauki prawne
Revista de Mediacion,,nauki o kulturze i religii;nauki o zarządzaniu i jakości
REVISTA DE METALURGIA,Revista de Metalurgia,"inżynieria materiałowa;inżynieria mechaniczna;inżynieria środowiska, górnictwo i energetyka;nauki fizyczne"
Revista de Musicologia,Revista de Musicologia,nauki o kulturze i religii;nauki o sztuce
Revista de Nefrologia Dialisis y Trasplante,"Revista de Nefrologia, Dialisis y Transplante",inżynieria biomedyczna;nauki medyczne
REVISTA DE NEUROLOGIA,Revista de Neurologia,inżynieria biomedyczna;nauki farmaceutyczne;nauki medyczne;weterynaria
Revista de Nutricao-Brazilian Journal of Nutrition,Revista de Nutricao,nauki o kulturze i religii;inżynieria biomedyczna;nauki farmaceutyczne;nauki medyczne;technologia żywności i żywienia
REVISTA DE OCCIDENTE,Revista de Occidente,historia;nauki o kulturze i religii;nauki o sztuce;nauki socjologiczne
Revista de Osteoporosis y Metabolismo Mineral,Revista de Osteoporosis y Metabolismo Mineral,inżynieria biomedyczna;nauki medyczne;nauki biologiczne
Revista de Paz y Conflictos,,historia;nauki o kulturze i religii;nauki o polityce i administracji
Revista de Pedagogia Universitaria y Didactica del Derecho,,nauki socjologiczne;pedagogika
Revista de Pesquisa-Cuidado e Fundamental Online,,nauki o zdrowiu;nauki o zdrowiu
Revista de Psicodidactica,Revista de Psicodidactica,psychologia;psychologia
Revista de Psicologia Clinica con Ninos y Adolescentes,,psychologia;psychologia
Revista de Psicologia del Deporte,Revista de Psicologia del Deporte,nauki o kulturze fizycznej;psychologia
Revista de Psicologia Social,Revista de Psicologia Social,psychologia;psychologia
Revista de Psiquiatria y Salud Mental,Revista de Psiquiatria y Salud Mental,nauki medyczne;nauki medyczne
Revista de Salud Ambiental,,nauki farmaceutyczne;nauki medyczne
Revista de Salud Publica-Cordoba,,nauki farmaceutyczne;nauki medyczne
REVISTA DE SAUDE PUBLICA,Revista de Saude Publica,nauki farmaceutyczne;nauki medyczne;nauki o zarządzaniu i jakości
Revista de Sociedad Gaditana de Historia Natural,,nauki biologiczne;nauki biologiczne
Revista de Teledeteccion,Revista de Teledeteccion,"inżynieria lądowa i transport;inżynieria środowiska, górnictwo i energetyka;geografia społeczno-ekonomiczna i gospodarka przestrzenna"
Revista de Transporte y Territorio,,inżynieria lądowa i transport;geografia społeczno-ekonomiczna i gospodarka przestrzenna;nauki o zarządzaniu i jakości
Revista de Urbanismo,,nauki o kulturze i religii;architektura i urbanistyka;geografia społeczno-ekonomiczna i gospodarka przestrzenna;nauki o zarządzaniu i jakości
Revista del CLAD Reforma y Democracia,Reforma y Democracia,historia;nauki o polityce i administracji;nauki o zarządzaniu i jakości;nauki prawne;nauki socjologiczne
Revista del Cuerpo Medico del Hospital Nacional Almanzor Aguinaga Asenjo,,inżynieria biomedyczna;nauki farmaceutyczne;nauki medyczne
Revista Digital de Derecho Administrativo,,nauki prawne;nauki prawne
Revista Digital de Iconografia Medieval,,historia;historia
Revista Digital de Investigacion en Docencia Universitaria-RIDU,,nauki socjologiczne;pedagogika
Revista Digital Lampsakos,,inżynieria biomedyczna;inżynieria lądowa i transport
Revista Digital Mundo Asia Pacifico,,nauki o kulturze i religii;nauki o polityce i administracji
Revista Direito Ambiental e Sociedade,,nauki prawne;nauki prawne
Revista Direito e Liberdade,,nauki prawne;nauki prawne
Revista Direito GV,,nauki prawne;nauki prawne
Revista do Curso de Direito do UNIFOR,,nauki o kulturze i religii;nauki prawne
REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO,Revista do Instituto de Medicina Tropical de Sao Paulo,inżynieria biomedyczna;nauki farmaceutyczne;nauki medyczne;weterynaria;nauki biologiczne
Revista do Servico Publico,,nauki o kulturze i religii;nauki o polityce i administracji;nauki prawne
Revista Economia,,ekonomia i finanse;nauki o zarządzaniu i jakości
Revista Economia y Sociedad,,nauki o kulturze i religii;ekonomia i finanse;nauki o zarządzaniu i jakości
Revista Ecorfan,,ekonomia i finanse;nauki o zarządzaniu i jakości
Revista EDaPECI-Educacao a Distancia e Praticas Educativas Comunicacionais e Interculturais,,nauki o kulturze i religii;nauki o kulturze i religii
Revista Educacao e Linguagens,,nauki socjologiczne;pedagogika
Revista Educacao Por Escrito,,nauki socjologiczne;pedagogika
Revista Educacion,,nauki o kulturze i religii;nauki o kulturze i religii
Revista Educacion en Ingenieria,,architektura i urbanistyka;inżynieria biomedyczna;inżynieria lądowa i transport;inżynieria mechaniczna
Revista Educaonline,,nauki socjologiczne;pedagogika
Revista Electronica Calidad en la Educacion Superior,,nauki socjologiczne;pedagogika
Revista Electronica Complutense de Investigacion en Educacion Musical-RECIEM,Revista Electronica Complutense de Investigacion Musical,nauki o kulturze i religii;nauki o sztuce
Revista Electronica de Estudios Internacionales,,nauki o bezpieczeństwie;nauki prawne
Revista Electronica de Fuentes y Archivos,,historia;historia
Revista Electronica de Investigacion Docencia y Creatividad-DOCREA,,nauki socjologiczne;pedagogika
Revista Electronica de LEEME,Revista Electronica de LEEME,nauki o sztuce;nauki o sztuce
Revista Electronica Interuniversitaria de Formacion del Profesorado,,nauki socjologiczne;pedagogika
Revista Eletronica de Estrategia e Negocios-REEN,,nauki o zarządzaniu i jakości;nauki o zarządzaniu i jakości
Revista Eletronica em Gestao Educacao e Tecnologia Ambiental,,architektura i urbanistyka;architektura i urbanistyka
Revista Eletronica Pesquiseduca,,nauki socjologiczne;pedagogika
Revista Eletronica Ventilando Acervos,,historia;nauki o kulturze i religii;nauki o sztuce
Revista e-Mercatoria,,nauki prawne;nauki prawne
Revista Empresa y Humanismo,,nauki o kulturze i religii;nauki o kulturze i religii
Revista ENIAC Pesquisa,,nauki o zarządzaniu i jakości;nauki o zarządzaniu i jakości
Revista Espanola de Antropologia Americana,Revista Espanola de Antropologia Americana,historia;nauki o kulturze i religii;nauki socjologiczne
REVISTA ESPANOLA DE CARDIOLOGIA,Revista Espanola de Cardiologia,inżynieria biomedyczna;nauki medyczne;nauki o zdrowiu
Revista Espanola de Ciencia Politica-RECP,Revista Espanola de Ciencia Politica,historia;nauki o kulturze i religii;nauki o polityce i administracji;nauki socjologiczne
Revista Espanola de Derecho Constitucional,Revista Espanola de Derecho Constitucional,nauki o polityce i administracji;nauki prawne;nauki socjologiczne
Revista Espanola de Discapacidad-REDIS,,inżynieria biomedyczna;nauki medyczne
Revista Espanola de Documentacion Cientifica,Revista Espanola de Documentacion Cientifica,nauki o komunikacji społecznej i mediach;nauki o komunikacji społecznej i mediach
Revista Espanola de Educacion Comparada,,nauki socjologiczne;pedagogika
REVISTA ESPANOLA DE ENFERMEDADES DIGESTIVAS,Revista Espanola de Enfermedades Digestivas,inżynieria biomedyczna;nauki farmaceutyczne;nauki medyczne;weterynaria
Revista Espanola de Estudios Agrosociales y Pesqueros-REEAP,,rolnictwo i ogrodnictwo;rolnictwo i ogrodnictwo
Revista Espanola de Investigaciones Sociologicas,Revista Espanola de Investigaciones Sociologicas,nauki o kulturze i religii;nauki socjologiczne
Revista Espanola de Linguistica Aplicada,Revista Espanola de Linguistica Aplicada,językoznawstwo;językoznawstwo
Revista Espanola de Medicina Nuclear e Imagen Molecular,Revista Espanola de Medicina Nuclear e Imagen Molecular,inżynieria biomedyczna;nauki medyczne;nauki o zdrowiu
Revista Espanola de Nutricion Humana y Dietetica,Revista Espanola de Nutricion Humana y Dietetica,nauki farmaceutyczne;nauki o zdrowiu;rolnictwo i ogrodnictwo;technologia żywności i żywienia
Revista Espanola de Orientacion y Psicopedagogia,Revista Espanola de Orientacion y Psicopedagia,psychologia;psychologia
Revista Espanola de Pedagogia,Revista Espanola de Pedagogia,nauki socjologiczne;pedagogika
Revista Espanola de Quimioterapia,Revista Espanola de Quimioterapia,inżynieria biomedyczna;nauki farmaceutyczne;nauki medyczne;nauki biologiczne
Revista Espanola de Salud Publica,Revista Espanola de Salud Publica,nauki o kulturze i religii;inżynieria biomedyczna;nauki farmaceutyczne;nauki medyczne;weterynaria
Revista Espanola de Sociologia,Revista Espanola de Sociologia,nauki o kulturze i religii;nauki socjologiczne
Revista Estudios Cotidianos,,nauki o kulturze i religii;nauki socjologiczne
Revista Estudios Hemisfericos y Polares,,nauki o kulturze i religii;geografia społeczno-ekonomiczna i gospodarka przestrzenna
Revista Estudos Politicos,,historia;nauki o kulturze i religii;nauki o polityce i administracji;nauki prawne
Revista Eureka sobre Ensenanza y Divulgacion de las Ciencias,Revista Eureka,nauki socjologiczne;nauki socjologiczne
Revista Evidenciacao Contabil & Financas,,nauki o zarządzaniu i jakości;nauki o zarządzaniu i jakości
"Revista Facultad de Ingenieria, Universidad Pedagogica y Tecnologica de Colombia",,architektura i urbanistyka;inżynieria biomedyczna;inżynieria lądowa i transport;inżynieria mechaniczna
Revista Facultad de Ingenieria-Universidad de Antioquia,Revista Facultad de Ingenieria,"architektura i urbanistyka;inżynieria biomedyczna;inżynieria lądowa i transport;inżynieria mechaniczna;inżynieria środowiska, górnictwo i energetyka"
Revista Finanzas y Politica Economica,Revista Finanzas y Politica Economica,ekonomia i finanse;nauki o zarządzaniu i jakości
Revista Fitotecnia Mexicana,Revista Fitotecnia Mexicana,inżynieria biomedyczna;nauki farmaceutyczne;nauki medyczne;rolnictwo i ogrodnictwo;nauki biologiczne
Revista Forestal Mesoamerica Kuru-RFMK,,nauki leśne;nauki leśne
Revista Formacao Online,,geografia społeczno-ekonomiczna i gospodarka przestrzenna;geografia społeczno-ekonomiczna i gospodarka przestrzenna
Revista Fuentes,Revista Fuentes,literaturoznawstwo;nauki socjologiczne
Revista Gedecon Revista Gestao e Desenvolvimento em Contexto,,nauki o zarządzaniu i jakości;nauki o zarządzaniu i jakości
Revista GEINTEC-Gestao Inovacao e Tecnologias,,nauki o zarządzaniu i jakości;nauki o zarządzaniu i jakości
Revista General de Derecho Administrativo,Revista General de Derecho Administrativo,nauki prawne;nauki prawne
Revista General de Derecho Canonico y Derecho Eclesiastico del Estado,,nauki prawne;prawo kanoniczne
Revista General de Derecho Constitucional,,nauki prawne;nauki prawne
Revista General de Derecho Europeo,,nauki prawne;prawo kanoniczne
Revista General de Derecho Penal,,nauki o bezpieczeństwie;nauki prawne
Revista General de Derecho Procesal,,nauki o bezpieczeństwie;nauki prawne;prawo kanoniczne
Revista General de Derecho Publico Comparado,,nauki o bezpieczeństwie;nauki prawne;prawo kanoniczne
Revista General de Derecho Romano,,nauki prawne;prawo kanoniczne
Revista General de Informacion y Documentacion,Revista General de Informacion y Documentacion,nauki o komunikacji społecznej i mediach;nauki o zarządzaniu i jakości
Revista General del Derecho del Trabajo y de la Seguridad Social,,nauki prawne;nauki prawne
Revista Genero & Direito,,nauki socjologiczne;nauki socjologiczne
Revista Geoaraguaia,,geografia społeczno-ekonomiczna i gospodarka przestrzenna;geografia społeczno-ekonomiczna i gospodarka przestrzenna
Revista Geografica de America Central,,geografia społeczno-ekonomiczna i gospodarka przestrzenna;geografia społeczno-ekonomiczna i gospodarka przestrzenna
Revista Geografica Venezolana,Revista Geografica Venezolana,inżynieria lądowa i transport;geografia społeczno-ekonomiczna i gospodarka przestrzenna;nauki o Ziemi i środowisku
Revista Gestao & Tecnologia-Journal of Management and Technology,,nauki o zarządzaniu i jakości;nauki o zarządzaniu i jakości
Revista Gestao Organizacional,,nauki o zarządzaniu i jakości;nauki o zarządzaniu i jakości
Revista Gestion de la Educacion,,nauki socjologiczne;pedagogika
Revista Gestion de las Personas y Tecnologia,,nauki o zarządzaniu i jakości;nauki o zarządzaniu i jakości
Revista Habitat Sustentable,,architektura i urbanistyka;inżynieria lądowa i transport
