Title1,Title2,DisciplineIdsString
Management and Organization Review,Management and Organization Review,106 506 508
Management and Production Engineering Review,Management and Production Engineering Review,202 206 207 208 506
Management Communication Quarterly,Management Communication Quarterly,504 506
MANAGEMENT DECISION,Management Decision,503 506
MANAGEMENT INTERNATIONAL REVIEW,Management International Review,503 506
MANAGEMENT LEARNING,Management Learning,506
Management of Biological Invasions,Management of Biological Invasions,401 402 506 604
Management of Environmental Quality,Management of Environmental Quality,201 209 301 302 304 402 502 503 506
Management Research and Practice,,503 506
Management Research Review,Management Research Review,503 506
Management Research-The Journal of the Iberoamerican Academy of Management,Management Research,506
Management Revue,Management Revue,506
MANAGEMENT SCIENCE,Management Science,203 208 506
Management Systems in Production Engineering,Management Systems in Production Engineering,204 208 506
Management Theory and Studies for Rural Business and Infrastructure Development,,506
Management-Journal of Contemporary Management Issues,Management,506
Management-Poland,,503 506
MANAGERIAL AND DECISION ECONOMICS,Managerial and Decision Economics,203 501 502 506
Managerial Auditing Journal,Managerial Auditing Journal,501 503 506
MANAGERIAL FINANCE,Managerial Finance,501 506
Managing Sport and Leisure,Managing Sport and Leisure,201 303 502 506
Manajemen Hutan Tropika,,401
MANCHESTER SCHOOL,Manchester School,501 502 506
Mandenkan-Bulletin Semestriel d Etudes Linguistiques Mande,,104
Manoa-A Pacific Journal of International Writing,,105
MANUELLE MEDIZIN,Manuelle Medizin,204 302 303
Manuelle Therapie,,204 302
MANUFACTURING ENGINEERING,Manufacturing Engineering,204 205 206 207 208
Manufacturing Review,Manufacturing Review,207 208
Manuscript Studies-A Journal of the Schoenberg Institute for Manuscript Studies,,103 105 106 107
MANUSCRIPTA MATHEMATICA,Manuscripta Mathematica,603
Manuscrito,Manuscrito,102 105
Manuscrits-Revista d Historia Moderna,,103 105
MAPAN-Journal of Metrology Society of India,Mapan - Journal of Metrology Society of India,204 206 208 209 301 601 606
Marg-A Magazine of the Arts,,105 107 201
Margin-Journal of Applied Economic Research,Margin,501 502 506 508
Marine and Coastal Fisheries,Marine and Coastal Fisheries,209 405 604
MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,Marine and Freshwater Behaviour and Physiology,206 209 402 405 604
MARINE AND FRESHWATER RESEARCH,Marine and Freshwater Research,206 209 402 405 604 607
MARINE AND PETROLEUM GEOLOGY,Marine and Petroleum Geology,206 209 607
Marine Biodiversity,Marine Biodiversity,206 402 405 604
MARINE BIOLOGY,Marine Biology,402 405 604
Marine Biology Research,Marine Biology Research,206 402 405 604
MARINE BIOTECHNOLOGY,Marine Biotechnology,204 301 402 405 604
MARINE CHEMISTRY,Marine Chemistry,206 301 402 605 607
Marine Drugs,Marine Drugs,301 404 605
MARINE ECOLOGY PROGRESS SERIES,Marine Ecology - Progress Series,209 402 604
Marine Ecology-An Evolutionary Perspective,Marine Ecology,209 402 604 607
MARINE ENVIRONMENTAL RESEARCH,Marine Environmental Research,201 206 209 301 402 604 605 607
Marine Genomics,Marine Genomics,209 301 405 604
MARINE GEODESY,Marine Geodesy,206 209 502
MARINE GEOLOGY,Marine Geology,206 209 607
MARINE GEOPHYSICAL RESEARCH,Marine Geophysical Researches,206 209 606 607
MARINE GEORESOURCES & GEOTECHNOLOGY,Marine Georesources and Geotechnology,206 209 607
Marine Intellectual Technologies,,206
MARINE MAMMAL SCIENCE,Marine Mammal Science,405 604
MARINE MICROPALEONTOLOGY,Marine Micropaleontology,206 604 607
MARINE POLICY,Marine Policy,206 501 502 506 507
MARINE POLLUTION BULLETIN,Marine Pollution Bulletin,206 209 402 604 605 607
Marine Resource Economics,Marine Resource Economics,206 209 402 501 502 506 604
MARINE STRUCTURES,Marine Structures,206 207 208
MARINE TECHNOLOGY SOCIETY JOURNAL,Marine Technology Society Journal,206 208 209
MARINERS MIRROR,Mariner's Mirror,206
Maritime Business Review,,506
Maritime Economics & Logistics,Maritime Economics and Logistics,206 208 501 502 506
Maritime Policy & Management,Maritime Policy and Management,206 501 502 503 506
Maritime Studies,Maritime Studies,201 209 402 502 503 506 607
Mark Twain Annual,Mark Twain Annual,105
Market Microstructure and Liquidity,,501 506
Marketing and Management of Innovations,,503 506
Marketing Intelligence & Planning,Marketing Intelligence and Planning,506
MARKETING LETTERS,Marketing Letters,501 506
MARKETING SCIENCE,Marketing Science,506
Marketing Theory,Marketing Theory,506
Market-Trziste,Trziste,501 506
Markov Processes and Related Fields,Markov Processes and Related Fields,202 203 506 603
Marmara Geographical Review,,201 502
Marmara Journal of Communication,,106 508
Marmara Medical Journal,Marmara Medical Journal,204 301 302 404
Marmara Pharmaceutical Journal,Marmara Pharmaceutical Journal,301 302
MARRIAGE AND FAMILY REVIEW,Marriage and Family Review,106 502 508 510 511 701
Marvels & Tales-Journal of Fairy-Tale Studies,Marvels and Tales,103 105 106 508
Masonry Society Journal,,201 206
Mass Communication and Society,Mass Communication and Society,106 504 506 508 509
Mass Spectrometry Letters,Mass Spectrometry Letters,202 204 207 301 302 402 604 605 606
MASS SPECTROMETRY REVIEWS,Mass Spectrometry Reviews,202 204 207 301 302 402 604 605 606
MASSACHUSETTS REVIEW,Massachusetts Review,105
MASTER DRAWINGS,Master Drawings,107 201
MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,Match,203 204 301 402 605
Matematiche,Matematiche,203 204 603
Matematicki Vesnik,Matematicki Vesnik,603
Matematika,,603
Materia Arquitectura,,201
Material Religion,Material Religion,106 508 510
MATERIALE PLASTICE,Mater Plast Elastomeri Fibre Sint,204 207 208 209 301 402
MATERIALES DE CONSTRUCCION,Materiales de Construccion,201 206 207 208 209
Materiales para la Historia del Deporte,,502
Materiali e Discussioni per l Analisi dei Testi Classici,Materiali e Discussioni per l'Analisi dei Testi Classici,103 105
Materiali in Tehnologije,Materiali in Tehnologije,204 207 208 301
Materiali per una Storia della Cultura Giuridica,Materiali per una Storia della Cultura Giuridica,507
Materials,Materials,204 206 207 208 209 301 401 402 404 605 606
MATERIALS & DESIGN,Materials and Design,204 206 207 208 301 401 605
MATERIALS AND CORROSION-WERKSTOFFE UND KORROSION,Materials and Corrosion - Werkstoffe und Korrosion,204 205 206 207 208 209 605
MATERIALS AND MANUFACTURING PROCESSES,Materials and Manufacturing Processes,204 206 207 208 301 605
MATERIALS AND STRUCTURES,Materials and Structures/Materiaux et Constructions,201 206 207 208 301 503 605
MATERIALS AT HIGH TEMPERATURES,Materials at High Temperatures,204 205 206 207 208 209 605 606
MATERIALS CHARACTERIZATION,Materials Characterization,204 205 206 207 208 301 605
MATERIALS CHEMISTRY AND PHYSICS,Materials Chemistry and Physics,204 205 207 301 404 605 606
Materials Chemistry Frontiers,,204 205 207 301 605
MATERIALS EVALUATION,,204 205 207 208
Materials Express,Materials Express,204 205 207 208 301 605 606
Materials Focus,,204 205 207 208 301 606
Materials for Renewable and Sustainable Energy,Materials for Renewable and Sustainable Energy,202 205 207 208 209 401 605
Materials Horizons,Materials Horizons,204 207 208 301 605 606
MATERIALS LETTERS,Materials Letters,202 204 205 206 207 208 209 301 403 605 606
MATERIALS PERFORMANCE,,204 205 207 208
Materials Performance and Characterization,Materials Performance and Characterization,204 205 207 208 301
Materials Physics and Mechanics,Materials Physics and Mechanics,204 206 207 208 301 605 606
MATERIALS RESEARCH BULLETIN,Materials Research Bulletin,202 204 206 207 208 301 605 606
Materials Research Express,Materials Research Express,204 207 208 301 605 606
Materials Research Letters,Materials Research Letters,204 207 208 301 605 606
Materials Research-Ibero-american Journal of Materials,Materials Research,204 206 207 208 301 605 606
MATERIALS SCIENCE,Materials Science,204 205 206 207 208 301 605 606
Materials Science & Engineering C-Materials for Biological Applications,Materials Science and Engineering C,202 204 205 206 207 208 301 401 404 604 605 606
MATERIALS SCIENCE & ENGINEERING R-REPORTS,Materials Science and Engineering: R: Reports,204 206 207 208 301 605 606
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,"Materials Science & Engineering A: Structural Materials: Properties, Microstructure and Processing",202 204 205 206 207 208 301 605 606
Materials Science and Engineering B-Advanced Functional Solid-State Materials,Materials Science & Engineering B: Solid-State Materials for Advanced Technology,202 204 206 207 208 301 605 606
MATERIALS SCIENCE AND TECHNOLOGY,Materials Science and Technology,202 204 205 206 207 208 301 605 606
MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING,Materials Science in Semiconductor Processing,202 204 206 207 208 605 606
Materials Science-Medziagotyra,Medziagotyra,204 207 208 301
MATERIALS SCIENCE-POLAND,Materials Science-Poland,201 202 204 206 207 208 209 301 605 606
MATERIALS TECHNOLOGY,Materials Technology,204 205 206 207 208 301 605 606
Materials Testing,Materialpruefung/Materials Testing,204 206 207 208
Materials Today,Materials Today,204 206 207 208 301 401 605 606
Materials Today Chemistry,Materials Today Chemistry,204 205 207 301 605
Materials Today Communications,Materials Today Communications,204 205 207 208 301 605 606
Materials Today Energy,Materials Today Energy,207 209 301 605
Materials Today Physics,,204 205 207 301 606
MATERIALS TRANSACTIONS,Materials Transactions,204 206 207 208 301 605
MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK,Materialwissenschaft und Werkstofftechnik,204 206 207 208 606
Materia-Rio de Janeiro,Revista Materia,204 207 208 209 301 402 601 606
Materiaux & Techniques,Materiaux et Techniques,204 207 208 301 606
MATERNAL AND CHILD HEALTH JOURNAL,Maternal and Child Health Journal,204 301 302 304 604
Maternal and Child Nutrition,Maternal and Child Nutrition,204 301 302 304 403
Mathematica Bohemica,Mathematica Bohemica,602 603
Mathematica Montisnigri,,603
MATHEMATICA SCANDINAVICA,Mathematica Scandinavica,603
Mathematica Slovaca,Mathematica Slovaca,602 603
Mathematical and Computational Forestry & Natural-Resource Sciences,Mathematical and Computational Forestry and Natural-Resource Sciences,203 209 401 402
MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,Mathematical and Computer Modelling of Dynamical Systems,202 203 204 205 208 209 501 503 602 603 606
MATHEMATICAL BIOSCIENCES,Mathematical Biosciences,204 209 301 402 603 604
Mathematical Biosciences and Engineering,Mathematical Biosciences and Engineering,203 204 209 301 402 602 603 604
Mathematical Communications,Mathematical Communications,603
Mathematical Control and Related Fields,Mathematical Control and Related Fields,202 203 603
MATHEMATICAL FINANCE,Mathematical Finance,501 506 603
MATHEMATICAL GAZETTE,,603
Mathematical Geosciences,Mathematical Geosciences,203 206 209 502 607
MATHEMATICAL INEQUALITIES & APPLICATIONS,Mathematical Inequalities and Applications,603
MATHEMATICAL INTELLIGENCER,Mathematical Intelligencer,102 603
MATHEMATICAL LOGIC QUARTERLY,Mathematical Logic Quarterly,102 603
MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,Mathematical Medicine and Biology,204 301 302 603 604 605
MATHEMATICAL METHODS IN THE APPLIED SCIENCES,Mathematical Methods in the Applied Sciences,204 206 208 209 304 501 506 507 601 603
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,Mathematical Methods of Operations Research,203 208 501 506 602 603
Mathematical Methods of Statistics,Mathematical Methods of Statistics,501 506 508 603
Mathematical Modelling and Analysis,Mathematical Modeling and Analysis,202 204 208 209 603
Mathematical Modelling of Natural Phenomena,Mathematical Modelling of Natural Phenomena,201 202 204 206 207 209 301 302 402 502 503 507 603 604 605 607
MATHEMATICAL MODELS & METHODS IN APPLIED SCIENCES,Mathematical Models and Methods in Applied Sciences,202 203 204 206 208 209 501 603
MATHEMATICAL NOTES,Mathematical Notes,603
MATHEMATICAL PHYSICS ANALYSIS AND GEOMETRY,Mathematical Physics Analysis and Geometry,603 606
Mathematical Population Studies,Mathematical Population Studies,103 301 501 502 506 508 603 604
MATHEMATICAL PROBLEMS IN ENGINEERING,Mathematical Problems in Engineering,201 202 203 204 205 208 209 503 506 601 603
MATHEMATICAL PROCEEDINGS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY,Mathematical Proceedings of the Cambridge Philosophical Society,603
MATHEMATICAL PROGRAMMING,"Mathematical Programming, Series B",203 204 602 603
Mathematical Programming Computation,Mathematical Programming Computation,203 602
Mathematical Reports,Mathematical Reports,603
MATHEMATICAL RESEARCH LETTERS,Mathematical Research Letters,603
Mathematical Sciences,,603
MATHEMATICAL SOCIAL SCIENCES,Mathematical Social Science,501 502 503 506 508 603
MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,Mathematical Structures in Computer Science,203 204 602
Mathematical Thinking and Learning,Mathematical Thinking and Learning,509 511 603
Mathematics,Mathematics,206 603
MATHEMATICS AND COMPUTERS IN SIMULATION,Mathematics and Computers in Simulation,202 203 204 206 209 506 602 603 606
Mathematics and Financial Economics,Mathematics and Financial Economics,501 506 603
Mathematics and Informatics,,203
Mathematics and Mechanics of Complex Systems,Mathematics and Mechanics of Complex Systems,206 208 603
MATHEMATICS AND MECHANICS OF SOLIDS,Mathematics and Mechanics of Solids,204 206 207 208 301 603 605 606
Mathematics Education Research Journal,Mathematics Education Research Journal,509 603
Mathematics Enthusiast,Mathematics Enthusiast,603
Mathematics in Computer Science,Mathematics in Computer Science,203 602 603
MATHEMATICS OF COMPUTATION,Mathematics of Computation,202 203 602 603
MATHEMATICS OF CONTROL SIGNALS AND SYSTEMS,"Mathematics of Control, Signals, and Systems",202 203 204 208 503 603
MATHEMATICS OF OPERATIONS RESEARCH,Mathematics of Operations Research,203 204 501 506 602 603
MATHEMATIKA,Mathematika,603
MATHEMATISCHE ANNALEN,Mathematische Annalen,603
MATHEMATISCHE NACHRICHTEN,Mathematische Nachrichten,603
MATHEMATISCHE ZEITSCHRIFT,Mathematische Zeitschrift,603
Matraga-Estudos Linguisticos e Literario,,105
MATRIX BIOLOGY,Matrix Biology,204 301 302 304 402 604
Matter and Radiation at Extremes,Matter and Radiation at Extremes,204 606
MATURITAS,Maturitas,204 301 302 604
Mauerwerk,,201 206
Mausam,Mausam,606 607
MAYDICA,Maydica,301 402 404 604
MAYO CLINIC PROCEEDINGS,Mayo Clinic Proceedings,204 301 302 304
mBio,mBio,204 301 302 404 604
McGill International Journal of Sustainable Development Law and Policy,,503 507
McGill Journal of Education,,508 509
McGill Journal of Law and Health,McGill Journal of Law and Health,304 507
McMaster Journal of Theology and Ministry,,510 701
MCN-The American Journal of Maternal-Child Nursing,MCN The American Journal of Maternal Child Nursing,304
MCS-Masculinities and Social Change,Masculinities and Social Change,106 304 508
Meandros Medical and Dental Journal,,204 301 302
MEANJIN,Meanjin,105 106 503
MEASUREMENT,Measurement: Journal of the International Measurement Confederation,202 204 205 206 207 208 209 301 401 402 503 506 601 605 606
MEASUREMENT & CONTROL,Measurement and Control,202 204 206 208 209 301 506 601 606
MEASUREMENT AND EVALUATION IN COUNSELING AND DEVELOPMENT,Measurement and Evaluation in Counseling and Development,201 304 508 509 511
Measurement in Physical Education and Exercise Science,Measurement in Physical Education and Exercise Science,204 302 303 304
MEASUREMENT SCIENCE and TECHNOLOGY,Measurement Science and Technology,202 204 206 207 208 209 301 402 503 601 606
Measurement Science Review,Measurement Science Review,202 204 206 207 208 209 301 302 503 601 606
MEASUREMENT TECHNIQUES,Measurement Techniques,202 204 205 206 207 208 209 301 601 606
Measurement-Interdisciplinary Research and Perspectives,,304 501 503 506 508 509
Measuring Business Excellence,Measuring Business Excellence,506
MEAT SCIENCE,Meat Science,301 403 404 405
MECCANICA,Meccanica,204 206 207 208 606
MECHANICAL ENGINEERING,,204 206 208
Mechanical Engineering Journal,,204 206 208
Mechanical Engineering Reviews,,204 206 208
Mechanical Sciences,Mechanical Sciences,202 204 206 207 208 209 503
MECHANICAL SYSTEMS AND SIGNAL PROCESSING,Mechanical Systems and Signal Processing,202 203 204 206 208 503
