Title1,Title2,Humanities,Tech,Medical,Farm,Social,Science,Religion,Arts
Marmara Journal of Communication,,1,0,0,0,1,0,0,0
Marmara Medical Journal,Marmara Medical Journal,0,1,2,1,0,0,0,0
Marmara Pharmaceutical Journal,Marmara Pharmaceutical Journal,0,0,2,0,0,0,0,0
MARRIAGE AND FAMILY REVIEW,Marriage and Family Review,1,0,0,0,4,0,1,0
Marvels & Tales-Journal of Fairy-Tale Studies,Marvels and Tales,3,0,0,0,1,0,0,0
Masonry Society Journal,,0,2,0,0,0,0,0,0
Mass Communication and Society,Mass Communication and Society,1,0,0,0,4,0,0,0
Mass Spectrometry Letters,Mass Spectrometry Letters,0,3,2,1,0,3,0,0
MASS SPECTROMETRY REVIEWS,Mass Spectrometry Reviews,0,3,2,1,0,3,0,0
MASSACHUSETTS REVIEW,Massachusetts Review,1,0,0,0,0,0,0,0
MASTER DRAWINGS,Master Drawings,1,1,0,0,0,0,0,0
MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,Match,0,2,1,1,0,1,0,0
Matematiche,Matematiche,0,2,0,0,0,1,0,0
Matematicki Vesnik,Matematicki Vesnik,0,0,0,0,0,1,0,0
Matematika,,0,0,0,0,0,1,0,0
Materia Arquitectura,,0,1,0,0,0,0,0,0
Material Religion,Material Religion,1,0,0,0,2,0,0,0
MATERIALE PLASTICE,Mater Plast Elastomeri Fibre Sint,0,4,1,1,0,0,0,0
MATERIALES DE CONSTRUCCION,Materiales de Construccion,0,5,0,0,0,0,0,0
Materiales para la Historia del Deporte,,0,0,0,0,1,0,0,0
Materiali e Discussioni per l Analisi dei Testi Classici,Materiali e Discussioni per l'Analisi dei Testi Classici,2,0,0,0,0,0,0,0
Materiali in Tehnologije,Materiali in Tehnologije,0,3,1,0,0,0,0,0
Materiali per una Storia della Cultura Giuridica,Materiali per una Storia della Cultura Giuridica,0,0,0,0,1,0,0,0
Materials,Materials,0,5,1,3,0,2,0,0
MATERIALS & DESIGN,Materials and Design,0,4,1,1,0,1,0,0
MATERIALS AND CORROSION-WERKSTOFFE UND KORROSION,Materials and Corrosion - Werkstoffe und Korrosion,0,6,0,0,0,1,0,0
MATERIALS AND MANUFACTURING PROCESSES,Materials and Manufacturing Processes,0,4,1,0,0,1,0,0
MATERIALS AND STRUCTURES,Materials and Structures/Materiaux et Constructions,0,4,1,0,1,1,0,0
MATERIALS AT HIGH TEMPERATURES,Materials at High Temperatures,0,6,0,0,0,2,0,0
MATERIALS CHARACTERIZATION,Materials Characterization,0,5,1,0,0,1,0,0
MATERIALS CHEMISTRY AND PHYSICS,Materials Chemistry and Physics,0,3,1,1,0,2,0,0
Materials Chemistry Frontiers,,0,3,1,0,0,1,0,0
MATERIALS EVALUATION,,0,4,0,0,0,0,0,0
Materials Express,Materials Express,0,4,1,0,0,2,0,0
Materials Focus,,0,4,1,0,0,1,0,0
Materials for Renewable and Sustainable Energy,Materials for Renewable and Sustainable Energy,0,5,0,1,0,1,0,0
Materials Horizons,Materials Horizons,0,3,1,0,0,2,0,0
MATERIALS LETTERS,Materials Letters,0,7,1,1,0,2,0,0
MATERIALS PERFORMANCE,,0,4,0,0,0,0,0,0
Materials Performance and Characterization,Materials Performance and Characterization,0,4,1,0,0,0,0,0
Materials Physics and Mechanics,Materials Physics and Mechanics,0,4,1,0,0,2,0,0
MATERIALS RESEARCH BULLETIN,Materials Research Bulletin,0,5,1,0,0,2,0,0
Materials Research Express,Materials Research Express,0,3,1,0,0,2,0,0
Materials Research Letters,Materials Research Letters,0,3,1,0,0,2,0,0
Materials Research-Ibero-american Journal of Materials,Materials Research,0,4,1,0,0,2,0,0
MATERIALS SCIENCE,Materials Science,0,5,1,0,0,2,0,0
Materials Science & Engineering C-Materials for Biological Applications,Materials Science and Engineering C,0,6,1,2,0,3,0,0
MATERIALS SCIENCE & ENGINEERING R-REPORTS,Materials Science and Engineering: R: Reports,0,4,1,0,0,2,0,0
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,"Materials Science & Engineering A: Structural Materials: Properties, Microstructure and Processing",0,6,1,0,0,2,0,0
Materials Science and Engineering B-Advanced Functional Solid-State Materials,Materials Science & Engineering B: Solid-State Materials for Advanced Technology,0,5,1,0,0,2,0,0
MATERIALS SCIENCE AND TECHNOLOGY,Materials Science and Technology,0,6,1,0,0,2,0,0
MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING,Materials Science in Semiconductor Processing,0,5,0,0,0,2,0,0
Materials Science-Medziagotyra,Medziagotyra,0,3,1,0,0,0,0,0
MATERIALS SCIENCE-POLAND,Materials Science-Poland,0,7,1,0,0,2,0,0
MATERIALS TECHNOLOGY,Materials Technology,0,5,1,0,0,2,0,0
Materials Testing,Materialpruefung/Materials Testing,0,4,0,0,0,0,0,0
Materials Today,Materials Today,0,4,1,1,0,2,0,0
Materials Today Chemistry,Materials Today Chemistry,0,3,1,0,0,1,0,0
Materials Today Communications,Materials Today Communications,0,4,1,0,0,2,0,0
Materials Today Energy,Materials Today Energy,0,2,1,0,0,1,0,0
Materials Today Physics,,0,3,1,0,0,1,0,0
MATERIALS TRANSACTIONS,Materials Transactions,0,4,1,0,0,1,0,0
MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK,Materialwissenschaft und Werkstofftechnik,0,4,0,0,0,1,0,0
Materia-Rio de Janeiro,Revista Materia,0,4,1,1,0,2,0,0
Materiaux & Techniques,Materiaux et Techniques,0,3,1,0,0,1,0,0
MATERNAL AND CHILD HEALTH JOURNAL,Maternal and Child Health Journal,0,1,3,0,0,1,0,0
Maternal and Child Nutrition,Maternal and Child Nutrition,0,1,3,1,0,0,0,0
Mathematica Bohemica,Mathematica Bohemica,0,0,0,0,0,2,0,0
Mathematica Montisnigri,,0,0,0,0,0,1,0,0
MATHEMATICA SCANDINAVICA,Mathematica Scandinavica,0,0,0,0,0,1,0,0
Mathematica Slovaca,Mathematica Slovaca,0,0,0,0,0,2,0,0
Mathematical and Computational Forestry & Natural-Resource Sciences,Mathematical and Computational Forestry and Natural-Resource Sciences,0,2,0,2,0,0,0,0
MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,Mathematical and Computer Modelling of Dynamical Systems,0,6,0,0,2,3,0,0
MATHEMATICAL BIOSCIENCES,Mathematical Biosciences,0,2,1,1,0,2,0,0
Mathematical Biosciences and Engineering,Mathematical Biosciences and Engineering,0,3,1,1,0,3,0,0
Mathematical Communications,Mathematical Communications,0,0,0,0,0,1,0,0
Mathematical Control and Related Fields,Mathematical Control and Related Fields,0,2,0,0,0,1,0,0
MATHEMATICAL FINANCE,Mathematical Finance,0,0,0,0,2,1,0,0
MATHEMATICAL GAZETTE,,0,0,0,0,0,1,0,0
Mathematical Geosciences,Mathematical Geosciences,0,3,0,0,1,1,0,0
MATHEMATICAL INEQUALITIES & APPLICATIONS,Mathematical Inequalities and Applications,0,0,0,0,0,1,0,0
MATHEMATICAL INTELLIGENCER,Mathematical Intelligencer,1,0,0,0,0,1,0,0
MATHEMATICAL LOGIC QUARTERLY,Mathematical Logic Quarterly,1,0,0,0,0,1,0,0
MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,Mathematical Medicine and Biology,0,1,2,0,0,3,0,0
MATHEMATICAL METHODS IN THE APPLIED SCIENCES,Mathematical Methods in the Applied Sciences,0,4,1,0,3,2,0,0
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,Mathematical Methods of Operations Research,0,2,0,0,2,2,0,0
Mathematical Methods of Statistics,Mathematical Methods of Statistics,0,0,0,0,3,1,0,0
Mathematical Modelling and Analysis,Mathematical Modeling and Analysis,0,4,0,0,0,1,0,0
Mathematical Modelling of Natural Phenomena,Mathematical Modelling of Natural Phenomena,0,6,2,1,3,4,0,0
MATHEMATICAL MODELS & METHODS IN APPLIED SCIENCES,Mathematical Models and Methods in Applied Sciences,0,6,0,0,1,1,0,0
MATHEMATICAL NOTES,Mathematical Notes,0,0,0,0,0,1,0,0
MATHEMATICAL PHYSICS ANALYSIS AND GEOMETRY,Mathematical Physics Analysis and Geometry,0,0,0,0,0,2,0,0
Mathematical Population Studies,Mathematical Population Studies,1,0,1,0,4,2,0,0
MATHEMATICAL PROBLEMS IN ENGINEERING,Mathematical Problems in Engineering,0,7,0,0,2,2,0,0
MATHEMATICAL PROCEEDINGS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY,Mathematical Proceedings of the Cambridge Philosophical Society,0,0,0,0,0,1,0,0
MATHEMATICAL PROGRAMMING,"Mathematical Programming, Series B",0,2,0,0,0,2,0,0
Mathematical Programming Computation,Mathematical Programming Computation,0,1,0,0,0,1,0,0
Mathematical Reports,Mathematical Reports,0,0,0,0,0,1,0,0
MATHEMATICAL RESEARCH LETTERS,Mathematical Research Letters,0,0,0,0,0,1,0,0
Mathematical Sciences,,0,0,0,0,0,1,0,0
MATHEMATICAL SOCIAL SCIENCES,Mathematical Social Science,0,0,0,0,5,1,0,0
MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,Mathematical Structures in Computer Science,0,2,0,0,0,1,0,0
Mathematical Thinking and Learning,Mathematical Thinking and Learning,0,0,0,0,2,1,0,0
Mathematics,Mathematics,0,1,0,0,0,1,0,0
MATHEMATICS AND COMPUTERS IN SIMULATION,Mathematics and Computers in Simulation,0,5,0,0,1,3,0,0
Mathematics and Financial Economics,Mathematics and Financial Economics,0,0,0,0,2,1,0,0
Mathematics and Informatics,,0,1,0,0,0,0,0,0
Mathematics and Mechanics of Complex Systems,Mathematics and Mechanics of Complex Systems,0,2,0,0,0,1,0,0
MATHEMATICS AND MECHANICS OF SOLIDS,Mathematics and Mechanics of Solids,0,4,1,0,0,3,0,0
Mathematics Education Research Journal,Mathematics Education Research Journal,0,0,0,0,1,1,0,0
Mathematics Enthusiast,Mathematics Enthusiast,0,0,0,0,0,1,0,0
Mathematics in Computer Science,Mathematics in Computer Science,0,1,0,0,0,2,0,0
MATHEMATICS OF COMPUTATION,Mathematics of Computation,0,2,0,0,0,2,0,0
MATHEMATICS OF CONTROL SIGNALS AND SYSTEMS,"Mathematics of Control, Signals, and Systems",0,4,0,0,1,1,0,0
MATHEMATICS OF OPERATIONS RESEARCH,Mathematics of Operations Research,0,2,0,0,2,2,0,0
MATHEMATIKA,Mathematika,0,0,0,0,0,1,0,0
MATHEMATISCHE ANNALEN,Mathematische Annalen,0,0,0,0,0,1,0,0
MATHEMATISCHE NACHRICHTEN,Mathematische Nachrichten,0,0,0,0,0,1,0,0
MATHEMATISCHE ZEITSCHRIFT,Mathematische Zeitschrift,0,0,0,0,0,1,0,0
Matraga-Estudos Linguisticos e Literario,,1,0,0,0,0,0,0,0
MATRIX BIOLOGY,Matrix Biology,0,1,3,1,0,1,0,0
Matter and Radiation at Extremes,Matter and Radiation at Extremes,0,1,0,0,0,1,0,0
MATURITAS,Maturitas,0,1,2,0,0,1,0,0
Mauerwerk,,0,2,0,0,0,0,0,0
Mausam,Mausam,0,0,0,0,0,2,0,0
MAYDICA,Maydica,0,0,1,2,0,1,0,0
MAYO CLINIC PROCEEDINGS,Mayo Clinic Proceedings,0,1,3,0,0,0,0,0
mBio,mBio,0,1,2,1,0,1,0,0
McGill International Journal of Sustainable Development Law and Policy,,0,0,0,0,2,0,0,0
McGill Journal of Education,,0,0,0,0,2,0,0,0
McGill Journal of Law and Health,McGill Journal of Law and Health,0,0,1,0,1,0,0,0
McMaster Journal of Theology and Ministry,,0,0,0,0,1,0,1,0
MCN-The American Journal of Maternal-Child Nursing,MCN The American Journal of Maternal Child Nursing,0,0,1,0,0,0,0,0
MCS-Masculinities and Social Change,Masculinities and Social Change,1,0,1,0,1,0,0,0
Meandros Medical and Dental Journal,,0,1,2,0,0,0,0,0
MEANJIN,Meanjin,2,0,0,0,1,0,0,0
MEASUREMENT,Measurement: Journal of the International Measurement Confederation,0,7,1,2,2,3,0,0
MEASUREMENT & CONTROL,Measurement and Control,0,5,1,0,1,2,0,0
MEASUREMENT AND EVALUATION IN COUNSELING AND DEVELOPMENT,Measurement and Evaluation in Counseling and Development,0,1,1,0,3,0,0,0
Measurement in Physical Education and Exercise Science,Measurement in Physical Education and Exercise Science,0,1,3,0,0,0,0,0
MEASUREMENT SCIENCE and TECHNOLOGY,Measurement Science and Technology,0,6,1,1,1,2,0,0
Measurement Science Review,Measurement Science Review,0,6,2,0,1,2,0,0
MEASUREMENT TECHNIQUES,Measurement Techniques,0,7,1,0,0,2,0,0
Measurement-Interdisciplinary Research and Perspectives,,0,0,1,0,5,0,0,0
Measuring Business Excellence,Measuring Business Excellence,0,0,0,0,1,0,0,0
MEAT SCIENCE,Meat Science,0,0,1,3,0,0,0,0
MECCANICA,Meccanica,0,4,0,0,0,1,0,0
MECHANICAL ENGINEERING,,0,3,0,0,0,0,0,0
Mechanical Engineering Journal,,0,3,0,0,0,0,0,0
Mechanical Engineering Reviews,,0,3,0,0,0,0,0,0
Mechanical Sciences,Mechanical Sciences,0,6,0,0,1,0,0,0
MECHANICAL SYSTEMS AND SIGNAL PROCESSING,Mechanical Systems and Signal Processing,0,5,0,0,1,0,0,0
Mechanics & Industry,Mechanics and Industry,0,3,0,0,0,0,0,0
MECHANICS BASED DESIGN OF STRUCTURES AND MACHINES,Mechanics Based Design of Structures and Machines,0,6,0,0,0,0,0,0
MECHANICS OF ADVANCED MATERIALS AND STRUCTURES,Mechanics of Advanced Materials and Structures,0,4,1,0,0,2,0,0
MECHANICS OF COMPOSITE MATERIALS,Mechanics of Composite Materials,0,3,1,0,0,1,0,0
MECHANICS OF MATERIALS,Mechanics of Materials,0,4,1,0,0,2,0,0
Mechanics of Solids,Mechanics of Solids,0,4,0,0,0,2,0,0
MECHANICS OF TIME-DEPENDENT MATERIALS,Mechanics of Time-Dependent Materials,0,5,1,0,0,1,0,0
MECHANICS RESEARCH COMMUNICATIONS,Mechanics Research Communications,0,4,0,0,0,1,0,0
Mechanika,Mechanika,0,2,0,0,0,1,0,0
MECHANISM AND MACHINE THEORY,Mechanism and Machine Theory,0,6,1,0,0,0,0,0
MECHANISMS OF AGEING AND DEVELOPMENT,Mechanisms of Ageing and Development,0,1,4,0,1,1,0,0
MECHANISMS OF DEVELOPMENT,Mechanisms of Development,0,0,3,0,0,1,0,0
Mechatronic Systems and Control,Mechatronic Systems and Control,0,4,0,0,1,0,0,0
MECHATRONICS,Mechatronics,0,5,0,0,0,0,0,0
MedChemComm,MedChemComm,0,1,3,1,0,2,0,0
Medecine & Droit,Medecine et Droit,0,1,2,0,2,0,0,0
MEDECINE ET MALADIES INFECTIEUSES,Medecine et Maladies Infectieuses,0,0,1,1,0,0,0,0
Medecine et Sante Tropicales,Medecine et sante tropicales,0,0,2,0,0,0,0,0
Medecine Nucleaire-Imagerie Fonctionnelle et Metabolique,Medecine Nucleaire,0,1,2,0,0,0,0,0
Medecine Palliative,Medecine Palliative,0,1,3,0,0,0,0,0
Media and Communication,Media and Communication,1,0,0,0,3,0,0,0
MEDIA CULTURE & SOCIETY,"Media, Culture and Society",1,0,0,0,4,0,0,0
Media History,Media History,2,0,0,0,2,0,0,0
Media International Australia,Media International Australia,1,0,0,0,1,0,0,0
Media Penelitian dan Pengembangan Kesehatan,,0,0,4,0,0,0,0,0
MEDIA PSYCHOLOGY,Media Psychology,1,0,1,0,2,0,0,0
Media Tropes,,1,0,0,0,1,0,0,0
Media War and Conflict,"Media, War and Conflict",2,0,0,0,3,0,0,0
Mediaciones Sociales,,1,0,0,0,1,0,0,0
Mediaevalia-An Interdisciplinary Journal of Medieval Studies Worldwide,,3,0,0,0,0,0,0,0
Mediaobrazovanie-Media Education,,1,0,0,0,1,0,0,0
MEDIATORS OF INFLAMMATION,Mediators of Inflammation,0,1,3,1,0,1,0,0
MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,Medical and Biological Engineering and Computing,0,4,3,0,0,1,0,0
Medical Acupuncture,Medical Acupuncture,0,1,2,0,0,0,0,0
MEDICAL AND VETERINARY ENTOMOLOGY,Medical and Veterinary Entomology,0,0,3,1,0,1,0,0
Medical Anthropology,Medical Anthropology: Cross Cultural Studies in Health and Illness,1,1,4,0,1,1,0,0
MEDICAL ANTHROPOLOGY QUARTERLY,Medical Anthropology Quarterly,1,1,3,0,1,1,0,0
MEDICAL CARE,Medical Care,1,1,3,0,0,0,0,0
MEDICAL CARE RESEARCH AND REVIEW,Medical Care Research and Review,0,1,2,0,0,0,0,0
MEDICAL CLINICS OF NORTH AMERICA,Medical Clinics of North America,0,1,3,1,0,0,0,0
MEDICAL DECISION MAKING,Medical Decision Making,1,2,2,0,0,0,0,0
Medical Devices-Evidence and Research,Medical Devices: Evidence and Research,0,3,3,0,0,0,0,0
Medical Dosimetry,Medical Dosimetry,0,1,3,0,0,0,0,0
MEDICAL EDUCATION,Medical Education,0,1,3,0,0,0,0,0
Medical Education Online,Medical Education Online,0,1,3,0,0,0,0,0
MEDICAL ENGINEERING & PHYSICS,Medical Engineering and Physics,0,3,3,0,0,1,0,0
Medical Gas Research,Medical Gas Research,0,1,3,0,0,1,0,0
MEDICAL HISTORY,Medical History,2,1,3,0,0,0,0,0
Medical Humanities,Medical Humanities,3,0,2,0,1,0,0,0
MEDICAL HYPOTHESES,Medical Hypotheses,0,1,3,1,0,1,0,0
MEDICAL IMAGE ANALYSIS,Medical Image Analysis,0,4,3,0,0,1,0,0
MEDICAL JOURNAL OF AUSTRALIA,Medical Journal of Australia,0,1,3,1,0,0,0,0
Medical Journal of Bakirkoy,Medical Journal of Bakirkoy,0,1,2,0,0,0,0,0
Medical Journal of Indonesia,Medical Journal of Indonesia,0,1,2,0,0,0,0,0
Medical Law Review,Medical Law Review,0,1,3,0,1,0,0,0
MEDICAL LETTER ON DRUGS AND THERAPEUTICS,Medical Letter on Drugs and Therapeutics,0,1,3,0,0,0,0,0
MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Medical Microbiology and Immunology,0,1,3,1,0,1,0,0
Medical Molecular Morphology,Medical Molecular Morphology,0,1,3,0,0,1,0,0
MEDICAL MYCOLOGY,Medical Mycology,0,1,3,0,0,1,0,0
Medical Mycology Case Reports,Medical Mycology Case Reports,0,1,3,1,0,1,0,0
MEDICAL ONCOLOGY,Medical Oncology,0,1,3,0,0,1,0,0
MEDICAL PHYSICS,Medical Physics,0,2,3,0,0,1,0,0
MEDICAL PRINCIPLES AND PRACTICE,Medical Principles and Practice,0,1,3,1,0,0,0,0
MEDICAL PROBLEMS OF PERFORMING ARTISTS,Medical Problems of Performing Artists,0,1,4,0,0,0,0,0
Medical Science,,0,1,3,1,0,0,0,0
MEDICAL SCIENCE MONITOR,Medical Science Monitor,0,1,4,1,0,1,0,0
Medical Science Monitor Basic Research,Medical science monitor basic research,0,1,3,0,0,0,0,0
Medical Studies-Studia Medyczne,Medical Studies/Studia Medyczne,0,1,3,0,1,0,0,0
MEDICAL TEACHER,Medical Teacher,0,1,3,0,0,0,0,0
Medical Ultrasonography,Medical Ultrasonography,0,2,2,0,0,1,0,0
Medical-Surgical Journal-Revista Medico-Chirurgicala,Revista Medico-Chirurgicala a Societatii de Medici si Naturalisti din Iasi,0,1,2,0,0,0,0,0
MEDICC Review,MEDICC Review,0,1,2,0,0,0,0,0
Medicina Balear,,0,1,2,0,0,0,0,0
MEDICINA CLINICA,Medicina Clinica,0,1,3,1,0,0,0,0
Medicina del Lavoro,Medicina del Lavoro,0,1,2,0,0,0,0,0
MEDICINA DELLO SPORT,Medicina dello Sport,0,1,4,0,0,0,0,0
Medicina Intensiva,Medicina Intensiva,0,1,2,0,0,0,0,0
Medicina Oral Patologia Oral y Cirugia Bucal,"Medicina Oral, Patologia Oral y Cirugia Bucal",0,1,1,0,0,0,0,0
MEDICINA-BUENOS AIRES,Medicina,0,1,3,1,0,0,0,0
Medicinal Chemistry,Medicinal Chemistry,0,1,3,0,0,1,0,0
MEDICINAL CHEMISTRY RESEARCH,Medicinal Chemistry Research,0,1,3,0,0,1,0,0
MEDICINAL RESEARCH REVIEWS,Medicinal Research Reviews,0,1,3,1,0,2,0,0
Medicina-Lithuania,"Medicina (Kaunas, Lithuania)",0,1,3,1,0,0,0,0
MEDICINE,Medicine,0,1,4,1,0,0,0,0
Medicine and Health-Kuala Lumpur,,0,1,2,0,0,0,0,0
MEDICINE AND LAW,Medicine and Law,0,0,2,0,1,0,0,0
MEDICINE AND SCIENCE IN SPORTS AND EXERCISE,Medicine and Science in Sports and Exercise,0,1,3,0,0,1,0,0
Medicine Health Care and Philosophy,"Medicine, Healthcare and Philosophy",1,0,3,0,1,0,0,0
Medicine Law & Society,,0,0,1,0,2,0,0,0
MEDICINE SCIENCE AND THE LAW,"Medicine, Science and the Law",0,0,2,0,2,0,0,0
Medieval Archaeology,Medieval Archaeology,2,1,0,0,0,0,0,0
MEDIEVAL HISTORY JOURNAL,Medieval History Journal,1,0,0,0,0,0,0,0
Medieval Mystical Theology,,1,0,0,0,1,0,1,0
Medieval Sermon Studies,Medieval Sermon Studies,1,0,0,0,0,0,1,0
Medievalismo,,2,0,0,0,0,0,1,0
Medijske Studije-Media Studies,Medijske Studije,0,0,0,0,2,0,0,0
MEDIOEVO ROMANZO,Medioevo Romanzo,3,0,0,0,0,0,0,0
Medisur-Revista de Ciencias Medicas de Cienfuegos,,0,1,2,0,0,0,0,0
Meditari Accountancy Research,Meditari Accountancy Research,0,0,0,0,1,0,0,0
Mediterranean Archaeology & Archaeometry,Mediterranean Archaeology and Archaeometry,1,1,0,0,0,0,0,0
Mediterranean Botany,,0,0,1,1,0,1,0,0
Mediterranean Historical Review,Mediterranean Historical Review,2,0,0,0,0,0,0,0
Mediterranean Journal of Clinical Psychology,Mediterranean Journal of Clinical Psychology,0,0,1,0,1,0,0,0
Mediterranean Journal of Hematology and Infectious Diseases,Mediterranean Journal of Hematology and Infectious Diseases,0,1,3,0,0,1,0,0
Mediterranean Journal of Infection Microbes and Antimicrobials,,0,0,1,0,0,1,0,0
Mediterranean Journal of Mathematics,Mediterranean Journal of Mathematics,0,0,0,0,0,1,0,0
Mediterranean Journal of Nutrition and Metabolism,Mediterranean Journal of Nutrition and Metabolism,0,0,2,3,0,1,0,0
MEDITERRANEAN MARINE SCIENCE,Mediterranean Marine Science,0,2,0,1,0,2,0,0
Mediterranean Politics,Meditteranean Politics,2,0,0,0,3,0,0,0
Mediterranean Quarterly-A Journal of Global Issues,Mediterranean Quarterly,1,0,0,0,4,0,0,0
Mediterranean Studies,Mediterranean Studies,5,1,0,0,2,0,0,0
Mediterranea-Ricerche Storiche,Mediterranea: Ricerche Storiche,1,0,0,0,0,0,0,0
MEDIUM AEVUM,Medium Aevum,3,0,0,0,0,0,1,0
Medizinhistorisches Journal,Medizinhistorisches Journal,1,1,2,0,0,0,0,0
Medizinische Genetik,Medizinische Genetik,0,1,2,0,0,1,0,0
Medizinische Klinik-Intensivmedizin und Notfallmedizin,Medizinische Klinik - Intensivmedizin und Notfallmedizin,0,1,2,0,0,0,0,0
MedULA,,0,1,1,0,0,0,0,0
Medwave,Medwave,0,1,2,1,0,0,0,0
Medycyna Paliatywna-Palliative Medicine,,0,1,2,0,2,0,0,0
MEDYCYNA PRACY,Medycyna Pracy,0,1,4,1,2,0,0,0
Medycyna Weterynaryjna-Veterinary Medicine-Science and Practice,Medycyna Weterynaryjna,0,0,1,3,0,0,0,0
Megaron,,0,1,0,0,0,0,0,0
Mehran University Research Journal of Engineering and Technology,,0,6,0,0,0,0,0,0
Melanges de la Casa de Velazquez,,2,0,0,0,0,0,0,0
Melanoma Management,Melanoma Management,0,1,2,0,0,1,0,0
MELANOMA RESEARCH,Melanoma Research,0,1,3,0,0,1,0,0
Melbourne Journal of International Law,,0,0,0,0,2,0,0,0
Melbourne University Law Review,Melbourne University Law Review,0,0,0,0,1,0,0,0
MELUS,MELUS,1,0,0,0,0,0,0,0
Membrane Water Treatment,Membrane Water Treatment,0,3,1,1,0,1,0,0
Membranes,Membranes,0,5,1,0,0,3,0,0
Memetic Computing,Memetic Computing,0,3,0,0,1,1,0,0
Memoires Identites Marginalites dans le Monde Occidental Contemporain,,2,0,0,0,1,0,0,0
MEMOIRS OF THE AMERICAN MATHEMATICAL SOCIETY,Memoirs of the American Mathematical Society,0,0,0,0,0,1,0,0
Memoirs on Differential Equations and Mathematical Physics,Memoirs on Differential Equations and Mathematical Physics,0,0,0,0,0,2,0,0
Memo-Magazine of European Medical Oncology,Memo - Magazine of European Medical Oncology,0,1,3,0,0,1,0,0
Memoria y Civilizacion-Anuario de Historia,Memoria y Civilizacion,1,0,0,0,0,0,0,0
Memoria-Investigaciones en Ingenieria,,0,5,0,0,0,0,0,0
MEMORIAS DO INSTITUTO OSWALDO CRUZ,Memorias do Instituto Oswaldo Cruz,0,0,3,0,0,0,0,0
MEMORY,Memory,2,0,0,0,1,0,0,0
MEMORY & COGNITION,Memory and Cognition,1,0,0,0,2,1,0,0
Memory Studies,Memory Studies,2,0,0,0,3,0,0,0
Men and Masculinities,Men and Masculinities,2,0,1,0,1,0,0,0
MENDELEEV COMMUNICATIONS,Mendeleev Communications,0,1,1,1,0,1,0,0
Menopause Review-Przegląd Menopauzalny,Przegląd Menopauzalny,0,1,2,0,0,0,0,0
MENOPAUSE-THE JOURNAL OF THE NORTH AMERICAN MENOPAUSE SOCIETY,Menopause,0,1,2,0,0,0,0,0
Mental Health and Physical Activity,Mental Health and Physical Activity,0,0,3,0,2,0,0,0
Mental Health and Social Inclusion,Mental Health and Social Inclusion,0,0,3,0,3,0,0,0
Mental Health Religion & Culture,"Mental Health, Religion and Culture",1,0,1,0,1,0,0,0
Mental Health Review Journal,Mental Health Review Journal,0,0,2,0,2,0,0,0
Mental Illness,Mental Illness,0,0,2,0,1,0,0,0
Mental Lexicon,The Mental Lexicon,1,2,1,0,0,1,0,0
Mentoring & Tutoring,Mentoring and Tutoring: Partnership in Learning,0,0,0,0,1,0,0,0
Meridiano 47-Journal of Global Studies,,0,0,0,0,2,0,0,0
Meridians-Feminism Race Transnationalism,,1,0,0,0,1,0,0,0
MERKUR-DEUTSCHE ZEITSCHRIFT FUR EUROPAISCHES DENKEN,,3,0,0,0,2,0,0,0
MERRILL-PALMER QUARTERLY-JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,Merrill-Palmer Quarterly,0,0,1,0,1,0,0,0
MESTER,,1,0,0,0,0,0,0,0
Mesto a Dejiny,Mesto a Dejiny,1,1,0,0,2,0,0,0
META,Meta,1,0,0,0,0,0,0,0
Meta Gene,Meta Gene,0,1,3,0,0,1,0,0
METABOLIC BRAIN DISEASE,Metabolic Brain Disease,0,1,3,0,0,2,0,0
METABOLIC ENGINEERING,Metabolic Engineering,0,3,3,2,0,1,0,0
Metabolic Syndrome and Related Disorders,Metabolic Syndrome and Related Disorders,0,1,3,0,0,1,0,0
METABOLISM-CLINICAL AND EXPERIMENTAL,Metabolism: Clinical and Experimental,0,1,3,0,0,1,0,0
Metabolites,Metabolites,0,1,3,2,0,2,0,0
Metabolomics,Metabolomics,0,1,3,3,0,2,0,0
Metacognition and Learning,Metacognition and Learning,0,0,0,0,2,0,0,0
