Journal,Humanities,Technology,Medical,Farm,Social,Science,Religion,Arts
scientific data,1,4,1,0,4,5,0,0
scientific drilling,0,3,0,0,0,1,0,0
scientific journal of silesian university of technology series transport,0,5,0,0,1,0,0,0
scientific journals of the maritime university of szczecin zeszyty naukowe akademii morskiej w szczecinie,0,3,0,0,0,0,0,0
scientific papers series a agronomy,0,0,0,1,0,0,0,0
scientific papers series b horticulture,0,0,0,1,0,0,0,0
scientific papers series d animal science,0,0,0,2,0,0,0,0
scientific papers series e land reclamation earth observation & surveying environmental engineering,0,0,0,1,0,0,0,0
scientific papers series management economic engineering in agriculture and rural development,0,0,0,1,0,0,0,0
scientific programming,0,2,0,0,0,1,0,0
scientific reports,0,7,4,5,2,5,0,0
scientific studies of reading,0,0,0,0,0,1,0,0
scientific study and research chemistry and chemical engineering biotechnology food industry,0,3,1,2,0,1,0,0
scientifica,0,2,1,1,0,1,0,0
scientist,0,6,3,1,3,4,0,0
scientometrics,0,2,1,0,3,1,0,0
scienza & politica per una storia delle dottrine,1,0,0,0,1,0,0,0
scipost physics,0,2,0,0,0,1,0,0
scire representacion y organizacion del conocimiento,0,0,0,0,2,0,0,0
scires it scientific research and information technology,3,2,0,0,1,1,0,0
scoliosis and spinal disorders,0,1,2,0,0,0,0,0
scottish affairs,1,0,0,0,3,0,0,0
scottish archaeological journal,2,1,0,0,0,0,0,0
scottish geographical journal,0,2,0,0,1,1,0,0
scottish historical review,1,0,0,0,1,0,0,0
scottish journal of geology,0,2,0,0,0,1,0,0
scottish journal of political economy,1,0,0,0,4,0,0,0
scottish journal of theology,0,0,0,0,1,0,1,0
scottish literary review,1,0,0,0,0,0,0,0
scottish medical journal,0,1,3,1,0,0,0,0
screen,2,0,0,0,2,0,0,0
scriblerian and the kit cats,1,0,0,0,0,0,0,0
scripta materialia,0,4,1,0,0,1,0,0
scripta nova revista electronica de geografia y ciencias sociales,0,2,0,0,1,0,0,0
scripta theologica,0,0,0,0,1,0,1,0
scripta international journal of writing systems,1,0,0,0,0,0,0,0
scripta revista internacional de literatura i cultura medieval i moderna international journal of medieval & modern literature & culture,2,0,0,0,0,0,0,0
scriptorium,4,0,0,0,0,0,1,0
scriptura international journal of bible religion and theology in southern africa,1,0,0,0,1,0,1,0
scrutiny2 issues in english studies in southern africa,1,0,0,0,0,0,0,0
sculpture journal,2,1,0,0,0,0,0,0
sculpture review,1,1,0,0,0,0,0,0
sea technology,0,2,0,0,0,0,0,0
search journal of the southeast asia research centre for communications and humanities,3,0,0,0,0,0,0,0
second language research,1,0,0,0,2,0,0,0
secularism & nonreligion,1,0,0,0,1,0,0,0
securities regulation law journal,0,0,0,0,2,0,0,0
security and communication networks,0,2,0,0,1,1,0,0
security and human rights,1,0,0,0,3,0,0,0
security challenges,0,0,0,0,2,0,0,0
security dialogue,1,0,0,0,3,0,0,0
security journal,0,0,0,0,3,0,0,0
security studies,1,0,0,0,3,0,0,0
sederi yearbook of the spanish and portuguese society for english renaissance studies,4,0,0,0,0,0,0,0
sedimentary geology,0,1,0,0,0,1,0,0
sedimentology,0,2,0,0,0,1,0,0
seed science and technology,0,0,1,2,0,1,0,0
seed science research,0,0,1,2,0,1,0,0
seefor south east european forestry,0,0,0,1,0,0,0,0
sefarad,4,0,0,0,0,0,0,0
seismic instruments,0,0,0,0,0,1,0,0
seismological research letters,0,1,0,0,0,2,0,0
seizieme siecle,4,0,0,0,2,0,0,0
seizure european journal of epilepsy,0,1,3,0,0,0,0,0
selcuk universitesi edebiyat fakultesi dergisi selcuk university journal of faculty of letters,3,0,0,0,0,0,0,0
selecta mathematica new series,0,0,0,0,0,2,0,0
self and identity,0,0,0,0,2,0,0,0
semantic web,0,2,0,0,1,1,0,0
semantics & pragmatics,2,0,0,0,0,0,0,0
semiconductor physics quantum electronics & optoelectronics,0,1,0,0,0,1,0,0
semiconductor science and technology,0,3,1,0,0,2,0,0
semiconductors,0,3,0,0,0,1,0,0
semigroup forum,0,0,0,0,0,1,0,0
semina ciencias agrarias,0,1,0,3,0,0,0,0
seminar a journal of germanic studies,2,0,0,0,1,0,0,0
seminars in arthritis and rheumatism,0,1,2,0,0,0,0,0
seminars in cancer biology,0,1,3,0,0,1,0,0
seminars in cardiothoracic and vascular anesthesia,0,1,3,0,0,0,0,0
seminars in cell & developmental biology,0,1,3,1,0,1,0,0
seminars in colon and rectal surgery,0,1,2,0,0,0,0,0
seminars in cutaneous medicine and surgery,0,1,3,0,0,0,0,0
seminars in diagnostic pathology,0,1,3,0,0,0,0,0
seminars in dialysis,0,1,2,0,0,0,0,0
seminars in fetal & neonatal medicine,0,1,2,0,0,0,0,0
seminars in hematology,0,1,3,0,0,1,0,0
seminars in immunology,0,1,3,0,0,1,0,0
seminars in immunopathology,0,1,3,0,0,1,0,0
seminars in interventional radiology,0,1,2,0,0,0,0,0
seminars in liver disease,0,1,2,0,0,0,0,0
seminars in musculoskeletal radiology,0,1,2,0,0,0,0,0
seminars in nephrology,0,1,2,0,0,0,0,0
seminars in neurology,0,1,3,0,0,1,0,0
seminars in nuclear medicine,0,1,2,0,0,1,0,0
seminars in oncology,0,1,3,0,0,1,0,0
seminars in oncology nursing,0,0,3,0,0,1,0,0
seminars in ophthalmology,0,1,3,0,0,0,0,0
seminars in orthodontics,0,0,2,0,0,0,0,0
seminars in pediatric neurology,0,1,2,0,0,0,0,0
seminars in pediatric surgery,0,1,2,0,0,0,0,0
seminars in perinatology,0,1,2,0,0,0,0,0
seminars in plastic surgery,0,1,2,0,0,0,0,0
seminars in radiation oncology,0,1,3,0,0,1,0,0
seminars in reproductive medicine,0,1,3,0,0,1,0,0
seminars in respiratory and critical care medicine,0,1,2,0,0,0,0,0
seminars in roentgenology,0,1,2,0,0,0,0,0
seminars in speech and language,0,1,2,0,1,0,0,0
seminars in thoracic and cardiovascular surgery,0,1,2,0,0,0,0,0
seminars in thrombosis and hemostasis,0,1,3,0,0,0,0,0
seminars in ultrasound ct and mri,0,1,2,0,0,0,0,0
seminars in vascular surgery,0,1,2,0,0,0,0,0
semiotica,5,0,0,0,1,0,0,0
sendebar revista de traduccion e interpretacion,2,0,0,0,0,0,0,0
sen i gakkaishi,0,2,0,0,0,0,0,0
senses & society,2,0,0,0,2,0,0,0
sensing and imaging,0,5,1,0,0,2,0,0
sensor review,0,7,1,0,0,0,0,0
sensors,0,7,2,3,0,4,0,0
sensors and actuators a physical,0,5,1,0,0,3,0,0
sensors and actuators b chemical,0,6,1,3,0,3,0,0
sensors and materials,0,7,1,0,0,3,0,0
seoul journal of economics,0,0,0,0,3,0,0,0
seoul journal of korean studies,4,0,0,0,1,0,0,0
separation and purification reviews,0,4,1,3,0,1,0,0
separation and purification technology,0,4,1,2,0,1,0,0
separation science and technology,0,5,1,2,0,1,0,0
separations,0,1,1,0,0,1,0,0
sequential analysis design methods and applications,0,3,0,0,2,1,0,0
serbian astronomical journal,0,0,0,0,0,1,0,0
serbian journal of management,0,0,0,0,1,0,0,0
serials review,0,0,0,0,2,0,0,0
series journal of the spanish economic association,0,0,0,0,3,0,0,0
service business,0,0,0,0,2,0,0,0
service industries journal,0,1,0,0,1,0,0,0
service oriented computing and applications,0,3,0,0,3,1,0,0
service science,0,4,0,0,1,0,0,0
settler colonial studies,3,0,0,0,4,0,0,0
set valued and variational analysis,0,1,0,0,0,2,0,0
seventeenth century,3,0,0,0,1,0,0,0
sewanee review,1,0,0,0,0,0,0,0
sex education sexuality society and learning,0,0,2,0,2,0,0,0
sex roles,1,0,1,0,2,0,0,0
sexologies,0,1,3,0,0,0,0,0
sexual & reproductive healthcare,0,1,3,0,0,0,0,0
sexual abuse a journal of research and treatment,0,0,2,0,1,0,0,0
sexual addiction & compulsivity the journal of treatment and prevention,0,0,3,0,1,0,0,0
sexual and relationship therapy,0,0,2,0,1,0,0,0
sexual development,0,0,3,2,0,1,0,0
sexual health,0,0,3,0,0,1,0,0
sexual medicine,0,1,3,0,0,1,0,0
sexual medicine reviews,0,1,3,0,0,1,0,0
sexualities,1,0,1,0,1,0,0,0
sexuality and culture,1,0,1,0,1,0,0,0
sexuality and disability,1,1,2,0,1,0,0,0
sexuality research and social policy,1,0,1,0,2,0,0,0
sexually transmitted diseases,0,0,3,0,0,1,0,0
sexually transmitted infections,0,0,3,0,0,1,0,0
sgat bulletin,0,1,0,0,0,0,0,0
sguardo rivista di filosofia,1,0,0,0,0,0,0,0
shakespeare,2,0,0,0,0,0,0,0
shakespeare quarterly,3,0,0,0,0,0,0,0
shape memory and superelasticity,0,3,0,0,0,1,0,0
shaw the journal of bernard shaw studies,2,0,0,0,0,0,0,0
shenandoah,1,0,0,0,0,0,0,0
shilap revista de lepidopterologia,0,0,0,2,0,1,0,0
shima the international journal of research into island cultures,2,0,0,0,1,0,0,0
ship technology research,0,3,0,0,0,0,0,0
ships and offshore structures,0,2,0,0,0,0,0,0
shock,0,1,3,0,0,0,0,0
shock and vibration,0,6,0,0,0,1,0,0
shock waves,0,4,0,0,0,2,0,0
shofar an interdisciplinary journal of jewish studies,4,0,0,0,1,0,0,0
short film studies,2,0,0,0,0,0,0,0
si gecom exchanges,0,2,0,0,0,0,0,0
si somos americanos revista de estudios transfronterizos,0,0,0,0,2,0,0,0
siam journal on applied algebra and geometry,0,1,0,0,0,1,0,0
siam journal on applied dynamical systems,0,5,0,0,1,3,0,0
siam journal on applied mathematics,0,3,0,0,0,2,0,0
siam journal on computing,0,3,0,0,0,2,0,0
siam journal on control and optimization,0,4,0,0,0,2,0,0
siam journal on discrete mathematics,0,2,0,0,0,2,0,0
siam journal on financial mathematics,0,0,0,0,2,2,0,0
siam journal on imaging sciences,0,5,0,0,0,2,0,0
siam journal on mathematical analysis,0,2,0,0,0,2,0,0
siam journal on matrix analysis and applications,0,2,0,0,0,1,0,0
siam journal on numerical analysis,0,4,0,0,0,2,0,0
siam journal on optimization,0,3,0,0,1,2,0,0
siam journal on scientific computing,0,3,0,0,0,2,0,0
siam review,0,1,0,0,0,2,0,0
siam asa journal on uncertainty quantification,0,5,0,0,2,3,0,0
siberian electronic mathematical reports sibirskie elektronnye matematicheskie izvestiya,0,0,0,0,0,1,0,0
siberian historical research sibirskie istoricheskie issledovaniya,2,1,0,0,1,0,0,0
siberian mathematical journal,0,0,0,0,0,1,0,0
sibirica interdisciplinary journal of siberian studies,2,0,0,0,1,0,0,0
sibirskii filologicheskii zhurnal,1,0,0,0,1,0,0,0
sibirskiy psikhologicheskiy zhurnal siberian journal of psychology,0,0,0,0,1,0,0,0
sic a journal of literature culture and literary translation,1,0,0,0,0,0,0,0
sicot j,0,1,1,0,0,0,0,0
sight and sound,3,0,0,0,0,0,0,0
sigma journal of engineering and natural sciences sigma muhendislik ve fen bilimleri dergisi,0,4,0,0,1,0,0,0
sigmae,0,0,0,0,0,1,0,0
sigmod record,0,2,0,0,0,1,0,0
sign language & linguistics,1,0,0,0,0,0,0,0
sign language studies,1,0,0,0,1,0,0,0
sign systems studies,3,0,0,0,1,0,0,0
signa vitae,0,1,1,0,0,0,0,0
signal image and video processing,0,5,0,0,0,1,0,0
signal processing,0,5,0,0,0,1,0,0
signal processing image communication,0,4,0,0,0,1,0,0
signa revista de la asociacion espanola de semiotica,4,0,0,0,1,0,0,0
signo y sena revista del instituto de linguistica,1,0,0,0,0,0,0,0
signs,3,0,1,0,2,0,0,0
signs and society,4,0,0,0,2,0,0,0
sikh formations religion culture theory,1,0,0,0,2,0,0,0
silicon,0,4,1,0,0,2,0,0
silva fennica,0,1,0,2,0,1,0,0
silvae genetica,0,0,1,1,0,1,0,0
simbiotica,0,0,0,0,5,0,0,0
simiolus netherlands quarterly for the history of art,2,1,0,0,0,0,0,0
simplegadi,1,0,0,0,0,0,0,0
simulation & gaming,1,3,0,0,3,1,0,0
simulation in healthcare journal of the society for simulation in healthcare,0,2,3,0,1,1,0,0
simulation modelling practice and theory,0,6,0,0,0,2,0,0
simulation transactions of the society for modeling and simulation international,0,6,0,0,0,2,0,0
singapore economic review,0,0,0,0,3,0,0,0
singapore journal of tropical geography,0,1,0,0,1,1,0,0
singapore medical journal,0,1,3,1,0,0,0,0
sinn und form,3,0,0,0,1,0,0,0
sino christian studies,3,0,0,0,2,0,1,0
sintagma,1,0,0,0,0,0,0,0
sistemas & telematica,0,1,0,0,0,1,0,0
situarte,3,0,0,0,0,0,0,0
sixteenth century journal,3,0,0,0,2,0,0,0
sixties a journal of history politics and culture,2,0,0,0,2,0,0,0
skandinavskaya filologiya,3,0,0,0,0,0,0,0
skeletal muscle,0,1,3,0,0,1,0,0
skeletal radiology,0,1,2,0,0,0,0,0
skin appendage disorders,0,0,3,0,0,0,0,0
skin pharmacology and physiology,0,1,3,0,0,2,0,0
skin research and technology,0,0,3,0,0,0,0,0
slas discovery,0,1,3,0,0,1,0,0
slas technology,0,2,3,0,0,1,0,0
slavery & abolition,2,0,0,0,2,0,0,0
slavia meridionalis,4,0,0,0,1,0,0,0
slavia casopis pro slovanskou filologii,2,0,0,0,0,0,0,0
slavic and east european journal,3,0,0,0,1,0,0,0
slavic review,4,1,0,0,3,0,0,0
slavica tergestina,4,0,0,0,0,0,0,0
slavonic and east european review,5,0,0,0,2,0,0,0
slavonica,5,0,0,0,2,0,0,0
sleep,0,1,3,0,0,1,0,0
sleep and biological rhythms,0,1,4,1,0,1,0,0
sleep and breathing,0,1,2,0,0,0,0,0
sleep health,0,1,4,0,0,1,0,0
sleep medicine,0,1,4,0,0,0,0,0
sleep medicine clinics,0,1,3,1,0,0,0,0
sleep medicine reviews,0,1,3,0,0,1,0,0
sleep science,0,1,4,0,0,1,0,0
slovak journal of civil engineering,0,1,0,0,0,0,0,0
slovene international journal of slavic studies,4,0,0,0,1,0,0,0
slovenian veterinary research,0,0,0,2,0,0,0,0
slovenska literatura,1,0,0,0,0,0,0,0
slovo a slovesnost,2,0,0,0,0,0,0,0
small,0,5,1,1,0,3,0,0
small axe,3,0,0,0,0,0,0,0
small business economics,0,0,0,0,3,0,0,0
small enterprise research,0,0,0,0,1,0,0,0
small group research,0,0,0,0,4,0,0,0
small methods,0,3,1,0,0,1,0,0
small ruminant research,0,0,0,3,0,1,0,0
small wars and insurgencies,1,0,0,0,2,0,0,0
small scale forestry,0,0,0,1,0,0,0,0
smart and sustainable built environment,0,3,0,1,3,1,0,0
smart and sustainable manufacturing systems,0,2,0,0,0,0,0,0
smart homecare technology and telehealth,0,1,1,0,0,0,0,0
smart materials and structures,0,6,1,0,0,2,0,0
smart science,1,7,2,1,1,3,0,0
smart structures and systems,0,5,1,0,0,0,0,0
smart journal of business management studies,0,0,0,0,1,0,0,0
smith college studies in social work,0,0,1,0,1,0,0,0
snippets,1,0,0,0,0,0,0,0
sobornost incorporating eastern churches review,1,0,0,0,2,0,1,0
socar proceedings,0,3,1,1,0,0,0,0
social & cultural geography,1,1,0,0,2,0,0,0
social & legal studies,0,0,0,0,5,0,0,0
social alternatives,0,0,0,0,1,0,0,0
social analysis,1,0,0,0,2,0,0,0
social and personality psychology compass,0,0,0,0,1,0,0,0
social anthropology,1,0,0,0,2,0,0,0
social behavior and personality,0,0,1,0,2,0,0,0
social choice and welfare,0,0,0,0,4,0,0,0
social cognition,0,0,0,0,2,0,0,0
social cognitive and affective neuroscience,1,2,4,0,1,1,0,0
social compass,2,0,0,0,1,0,0,0
social development,0,0,1,0,4,0,0,0
social dynamics a journal of african studies,1,0,0,0,4,0,0,0
social enterprise journal,0,0,0,0,2,0,0,0
social epistemology,2,0,0,0,1,0,0,0
social evolution & history,2,0,0,0,2,0,0,0
social forces,1,0,0,0,3,0,0,0
social history,1,0,0,0,1,0,0,0
social history of medicine,2,1,3,0,1,0,0,0
social identities,1,0,0,0,2,0,0,0
social inclusion,0,0,0,0,3,0,0,0
social indicators research,2,0,1,0,4,0,0,0
social influence,0,0,0,0,2,0,0,0
social issues and policy review,0,0,1,0,4,0,0,0
social justice research,2,0,0,0,4,0,0,0
social marketing quarterly,0,0,0,0,1,0,0,0
social media + society,1,2,0,0,3,0,0,0
social movement studies,2,0,0,0,2,0,0,0
social network analysis and mining,0,2,0,0,4,1,0,0
social networks,2,1,0,0,6,1,0,0
social neuroscience,0,1,3,0,3,1,0,0
social philosophy & policy,1,0,0,0,3,0,0,0
social policy & administration,0,0,0,0,6,0,0,0
social policy and society,1,0,0,0,6,0,0,0
social politics,2,0,0,0,5,0,0,0
social problems,0,0,0,0,2,0,0,0
social psychiatry and psychiatric epidemiology,0,1,3,0,0,0,0,0
social psychological and personality science,0,0,1,0,1,0,0,0
social psychology,2,0,0,0,2,0,0,0
social psychology and society,0,0,1,0,1,0,0,0
social psychology of education,0,0,0,0,2,0,0,0
social psychology quarterly,0,0,1,0,1,0,0,0
social research,0,0,0,0,5,0,0,0
social responsibility journal,0,0,0,0,2,0,0,0
social science & medicine,2,1,3,0,3,0,0,0
social science computer review,0,2,0,0,6,0,0,0
social science history,2,0,0,0,3,0,0,0
social science information sur les sciences sociales,0,0,0,0,5,0,0,0
social science japan journal,1,0,0,0,4,0,0,0
social science journal,0,0,0,0,4,0,0,0
social science quarterly,1,0,0,0,4,0,0,0
social science research,0,0,0,0,4,0,0,0
social sciences and missions sciences sociales et missions,1,0,0,0,5,0,1,0
social sciences in china,0,0,0,0,4,0,0,0
social semiotics,4,0,0,0,3,0,0,0
social service review,0,0,0,0,3,0,0,0
social studies of science,1,0,0,0,3,0,0,0
social text,1,0,0,0,1,0,0,0
social theory & health,0,1,3,0,2,0,0,0
social welfare interdisciplinary approach,0,0,0,0,2,0,0,0
social work,0,0,0,0,2,0,0,0
social work education,0,0,0,0,2,0,0,0
social work in health care,0,0,2,0,2,0,0,0
social work in mental health,0,0,3,0,2,0,0,0
social work in public health,0,0,3,0,3,0,0,0
social work research,0,0,0,0,2,0,0,0
social work maatskaplike werk,0,0,0,0,1,0,0,0
socialine teorija empirija politika ir praktika,0,0,0,0,1,0,0,0
socialist studies,1,0,0,0,1,0,0,0
sociedades precapitalistas,1,0,0,0,1,0,0,0
societamutamentopolitica rivista italiana di sociologia,0,0,0,0,1,0,0,0
societes,2,0,0,0,4,0,0,0
societies,0,0,0,0,1,0,0,0
society,0,0,0,0,6,0,0,0
society & animals,1,0,0,1,1,0,0,0
society & natural resources,0,1,0,2,4,1,0,0
society and business review,0,0,0,0,1,0,0,0
society and mental health,0,0,3,0,3,0,0,0
society health & vulnerability,1,0,1,0,0,0,0,0
socioaffective neuroscience & psychology,0,1,3,0,1,1,0,0
sociobiology,0,0,0,2,0,1,0,0
socio economic planning sciences,0,2,0,0,5,0,0,0
socio economic review,1,0,0,0,5,0,0,0
sociohistorica cuadernos del cish,1,0,0,0,1,0,0,0
sociolinguistic studies,1,0,0,0,1,0,0,0
sociologia,0,0,0,0,2,0,0,0
sociologia ruralis,1,1,0,0,2,0,0,0
sociologia y tecnociencia,0,0,0,0,1,0,0,0
sociologica italian journal of sociology on line,0,0,0,0,2,0,0,0
sociological forum,0,0,0,0,2,0,0,0
sociological inquiry,0,0,0,0,2,0,0,0
sociological methods & research,0,0,0,0,4,0,0,0
sociological perspectives,0,0,0,0,2,0,0,0
sociological quarterly,0,0,0,0,2,0,0,0
sociological research online,0,0,0,0,2,0,0,0
sociological review,1,0,0,0,3,0,0,0
sociological science,0,0,1,0,3,0,0,0
sociological spectrum,0,0,0,0,2,0,0,0
sociological theory,0,0,0,0,2,0,0,0
sociologiceskoe obozrenie,0,0,0,0,3,0,0,0
sociologicky casopis czech sociological review,1,0,0,0,2,0,0,0
sociologie du travail,0,0,0,0,3,0,0,0
sociologija,0,0,0,0,3,0,0,0
sociologisk forskning,0,0,0,0,2,0,0,0
sociologus,1,0,0,0,2,0,0,0
sociology compass,0,0,0,0,3,0,0,0
sociology of education,0,0,0,0,3,0,0,0
sociology of health & illness,1,1,3,0,2,0,0,0
sociology of religion,1,0,0,0,4,0,1,0
sociology of sport journal,0,1,2,0,3,0,0,0
sociology the journal of the british sociological association,0,0,0,0,3,0,0,0
sodobna pedagogika journal of contemporary educational studies,0,0,0,0,1,0,0,0
soft computing,0,4,0,0,0,1,0,0
soft materials,0,5,1,1,0,2,0,0
soft matter,0,3,1,2,0,2,0,0
soft robotics,0,3,0,0,1,1,0,0
software and systems modeling,0,4,0,0,0,1,0,0
software quality journal,0,4,0,0,1,1,0,0
software testing verification & reliability,0,4,0,0,0,1,0,0
software practice & experience,0,2,0,0,0,1,0,0
soil & environment,0,1,0,2,0,2,0,0
soil & sediment contamination,0,3,1,1,0,3,0,0
soil & tillage research,0,2,0,1,0,0,0,0
soil and water research,0,2,0,1,0,2,0,0
soil biology & biochemistry,0,1,2,2,0,2,0,0
soil dynamics and earthquake engineering,0,2,0,1,0,0,0,0
soil mechanics and foundation engineering,0,2,0,1,0,2,0,0
soil research,0,2,0,2,0,2,0,0
soil science,0,2,0,2,0,2,0,0
soil science and plant nutrition,0,1,0,2,0,3,0,0
soil science annual,0,1,0,2,0,1,0,0
soil science society of america journal,0,1,0,2,0,1,0,0
soil use and management,0,1,0,1,0,1,0,0
soils and foundations,0,3,0,0,0,0,0,0
soils and rocks,0,2,0,0,0,0,0,0
sojourn journal of social issues in southeast asia,2,0,0,0,1,0,0,0
sola,0,1,0,0,0,1,0,0
solar energy,0,4,0,1,0,2,0,0
solar energy materials and solar cells,0,5,0,0,0,2,0,0
solar physics,0,1,0,0,0,2,0,0
solar rrl,0,1,0,0,0,0,0,0
solar system research,0,0,0,0,0,2,0,0
solar terrestrial physics,0,0,0,0,0,2,0,0
soldagem & inspecao,0,2,0,0,0,0,0,0
soldering & surface mount technology,0,4,0,0,0,1,0,0
soletras,1,0,0,0,0,0,0,0
solid earth,0,1,0,1,0,2,0,0
solid earth sciences,0,0,0,0,0,1,0,0
solid fuel chemistry,0,2,0,1,0,0,0,0
solid state communications,0,3,1,1,0,2,0,0
solid state ionics,0,3,1,1,0,2,0,0
solid state nuclear magnetic resonance,0,3,2,1,0,3,0,0
solid state sciences,0,4,1,1,0,2,0,0
solid state technology,0,4,0,0,0,1,0,0
solid state electronics,0,3,0,0,0,2,0,0
solvent extraction and ion exchange,0,2,1,1,0,1,0,0
solvent extraction research and development japan,0,3,1,2,0,1,0,0
